EventID,SpeciesName,LifeStage,Unmeasured,Length,LengthType,Comments
5,Staghorn Sculpin,,0,243,FL,
5,Staghorn Sculpin,,0,227,FL,
5,Staghorn Sculpin,,0,305,FL,
5,Staghorn Sculpin,,0,195,FL,
5,Sand Sole,,0,118,TL,
5,Sand Sole,,0,138,TL,
5,Sand Sole,,0,132,TL,
5,Sand Sole,,0,360,TL,
5,Sand Sole,,0,57,TL,
5,Sand Sole,,0,68,TL,
5,Sand Sole,,0,108,TL,
5,Sand Sole,,0,133,TL,
5,Sand Sole,,0,37,TL,
5,Sand Sole,,0,51,TL,
5,Sand Sole,,0,64,TL,
5,Sand Sole,,0,66,TL,
5,Sand Sole,,0,62,TL,
5,Sand Sole,,0,56,TL,
5,Sand Sole,,0,53,TL,
5,Sand Sole,,0,,TL,
5,Sand Shrimp,,0,50,Rostrom-Tail,
5,Sand Shrimp,,0,76,Rostrom-Tail,
5,Sand Shrimp,,0,44,Rostrom-Tail,
5,Sand Shrimp,,0,49,Rostrom-Tail,
5,Sand Shrimp,,0,72,Rostrom-Tail,
5,Sand Shrimp,,0,42,Rostrom-Tail,
5,Sand Shrimp,,0,79,Rostrom-Tail,
5,Sand Shrimp,,0,80,Rostrom-Tail,
5,Sand Shrimp,,0,70,Rostrom-Tail,
5,Sand Shrimp,,19,,Rostrom-Tail,
5,Rock Sole,,0,59,TL,
5,Rock Sole,,0,74,TL,
5,Pacific Tom Cod,,0,121,FL,
5,Pacific Tom Cod,,0,79,FL,
5,Pacific Tom Cod,,0,135,FL,
5,Pacific Tom Cod,,0,156,FL,
5,Pacific Tom Cod,,0,135,FL,
5,Pacific Tom Cod,,0,110,FL,
5,Surf Smelt,,0,167,FL,
5,Surf Smelt,YOY,0,49,FL,
5,Surf Smelt,YOY,0,52,FL,
5,Surf Smelt,YOY,0,57,FL,
5,Surf Smelt,YOY,0,51,FL,
5,Surf Smelt,YOY,0,49,FL,
5,Surf Smelt,YOY,0,53,FL,
5,Surf Smelt,YOY,0,50,FL,
5,Surf Smelt,YOY,0,44,FL,
5,Longfin Smelt,,0,94,FL,
5,Pacific Sand Lance,,0,71,TL,
5,Pacific Sand Lance,,0,73,TL,
5,Graceful Decorator Crab,,5,,Carapace,
6,Starry Flounder,,0,175,TL,
6,Starry Flounder,,0,129,TL,
6,Starry Flounder,,0,93,TL,
6,Sand Sole,,0,205,TL,
6,Sand Sole,,0,240,TL,
6,Sand Sole,,0,156,TL,
6,Sand Sole,,0,243,TL,
6,Sand Sole,,0,145,TL,
6,Sand Sole,,0,160,TL,
6,Sand Sole,,0,200,TL,
6,Sand Sole,,0,36,TL,
6,Sand Sole,,0,139,TL,
6,Sand Sole,,0,124,TL,
6,Sand Sole,,0,101,TL,
6,Sand Sole,,0,118,TL,
6,Sand Sole,,0,100,TL,
6,Sand Sole,,0,127,TL,
6,Sand Sole,,0,110,TL,
6,Sand Sole,,0,46,TL,
6,Sand Sole,,0,132,TL,
6,Sand Sole,,0,45,TL,
6,Sand Sole,,0,141,TL,
6,Sand Sole,,0,105,TL,
6,Sand Sole,,0,95,TL,
6,Sand Sole,,0,114,TL,
6,Sand Sole,,0,43,TL,
6,Sand Sole,,0,96,TL,
6,Sand Sole,,0,100,TL,
6,Sand Sole,,0,50,TL,
6,Sand Sole,,0,43,TL,
6,Staghorn Sculpin,,0,232,FL,
6,Staghorn Sculpin,,0,117,FL,
6,Staghorn Sculpin,,0,242,FL,
6,Staghorn Sculpin,,0,220,FL,
6,Staghorn Sculpin,,0,206,FL,
6,Staghorn Sculpin,,0,223,FL,
6,Staghorn Sculpin,,0,211,FL,
6,Staghorn Sculpin,,0,170,FL,
6,Staghorn Sculpin,,0,202,FL,
6,Staghorn Sculpin,,0,284,FL,
6,Staghorn Sculpin,,0,196,FL,
6,Staghorn Sculpin,,0,236,FL,
6,Staghorn Sculpin,,0,103,FL,
6,Sand Shrimp,,10,,Rostrom-Tail,
6,Sand Shrimp,,0,102,Rostrom-Tail,
6,Sand Shrimp,,0,89,Rostrom-Tail,
6,Pacific Tom Cod,,0,175,FL,
6,Pacific Tom Cod,,0,164,FL,
6,Pacific Tom Cod,,0,140,FL,
6,Pacific Tom Cod,,0,157,FL,
6,Pacific Tom Cod,,0,135,FL,
6,Pacific Tom Cod,,0,120,FL,
6,Pacific Tom Cod,,0,128,FL,
6,Surf Smelt,YOY,7,56,FL,
6,Surf Smelt,YOY,0,59,FL,
6,Surf Smelt,YOY,0,45,FL,
6,Surf Smelt,YOY,0,48,FL,
6,Surf Smelt,YOY,0,55,FL,
6,Surf Smelt,YOY,0,56,FL,
6,Surf Smelt,YOY,0,52,FL,
6,Surf Smelt,YOY,0,48,FL,
6,Surf Smelt,YOY,0,56,FL,
6,Surf Smelt,YOY,0,50,FL,
6,Surf Smelt,YOY,0,53,FL,
6,Surf Smelt,YOY,0,52,FL,
6,Surf Smelt,YOY,0,48,FL,
6,Surf Smelt,YOY,0,55,FL,
6,Surf Smelt,YOY,0,50,FL,
6,Surf Smelt,YOY,0,51,FL,
6,Surf Smelt,YOY,0,52,FL,
6,Surf Smelt,YOY,0,47,FL,
6,Surf Smelt,YOY,0,44,FL,
6,Surf Smelt,YOY,0,48,FL,
6,Surf Smelt,YOY,0,56,FL,
6,Surf Smelt,YOY,0,53,FL,
6,Surf Smelt,YOY,0,44,FL,
6,Surf Smelt,YOY,0,48,FL,
6,Surf Smelt,YOY,0,47,FL,
6,Surf Smelt,YOY,0,45,FL,
6,Surf Smelt,YOY,0,49,FL,
6,Surf Smelt,YOY,0,59,FL,
6,Surf Smelt,YOY,0,49,FL,
6,Surf Smelt,YOY,0,42,FL,
6,Rock Sole,,0,50,TL,
6,Rock Sole,,0,61,TL,
6,Sturgeon Poacher,,0,151,TL,
6,Sturgeon Poacher,,0,143,TL,
6,White Spotted Greenling,,0,262,FL,
6,White Spotted Greenling,,0,243,FL,
6,Capelin,YOY,0,39,FL,
6,Capelin,YOY,0,43,FL,
6,Capelin,YOY,0,45,FL,
6,Capelin,YOY,0,43,FL,
6,Capelin,YOY,0,45,FL,
6,Snake Prickleback,,0,240,TL,
7,Staghorn Sculpin,,0,235,FL,
7,Sand Sole,,0,66,TL,
7,Sand Sole,,0,82,TL,
7,Sand Sole,,0,65,TL,
7,Sand Sole,,0,76,TL,
7,Sand Sole,,0,49,TL,
7,Dolly Varden,Juvenile,0,119,FL,
7,Sturgeon Poacher,,0,108,TL,
7,Hermit Crab,,0,,Carapace,
7,Unidentified Crab,,2,,,
7,Sand Shrimp,,8,,Rostrom-Tail,
8,Unidentified Crab,,3,,,
8,Sand Shrimp,,38,,Rostrom-Tail,
8,Hermit Crab,,2,,Carapace,
8,Sturgeon Poacher,,0,160,TL,
8,Staghorn Sculpin,,0,318,FL,
8,Staghorn Sculpin,,0,258,FL,
8,Staghorn Sculpin,,0,285,FL,
8,Staghorn Sculpin,,0,261,FL,
8,Pacific Tom Cod,,0,140,FL,
8,Pacific Tom Cod,,0,151,FL,
8,Pacific Tom Cod,,0,125,FL,
8,Pacific Tom Cod,,0,154,FL,
8,Pacific Tom Cod,,0,156,FL,
8,Pacific Tom Cod,,0,168,FL,
8,Pacific Tom Cod,,0,130,FL,
8,Pacific Tom Cod,,0,130,FL,
8,Pacific Tom Cod,,0,240,FL,
8,Pacific Tom Cod,,0,124,FL,
8,Pacific Tom Cod,,0,130,FL,
8,Pacific Tom Cod,,0,145,FL,
8,Pacific Tom Cod,,0,160,FL,
8,Pacific Tom Cod,,0,140,FL,
8,Pacific Tom Cod,,0,143,FL,
8,Pacific Tom Cod,,0,154,FL,
8,Pacific Tom Cod,,0,155,FL,
8,Pacific Tom Cod,,0,137,FL,
8,Pacific Tom Cod,,0,185,FL,
8,Pacific Tom Cod,,0,160,FL,
8,Pacific Tom Cod,,0,140,FL,
8,Pacific Tom Cod,,0,141,FL,
8,Pacific Tom Cod,,0,150,FL,
8,Pacific Tom Cod,,0,150,FL,
8,Pacific Tom Cod,,0,149,FL,
8,Pacific Tom Cod,,0,153,FL,
8,Pacific Tom Cod,,0,125,FL,
8,Pacific Tom Cod,,0,150,FL,
8,Pacific Tom Cod,,0,145,FL,
8,Pacific Tom Cod,,0,151,FL,
8,Pacific Tom Cod,,12,,FL,
8,Starry Flounder,,0,134,TL,
8,Starry Flounder,,0,145,TL,
8,Starry Flounder,,0,209,TL,
8,Starry Flounder,,0,155,TL,
8,Starry Flounder,,0,175,TL,
8,Starry Flounder,,0,210,TL,
8,Starry Flounder,,0,154,TL,
8,Starry Flounder,,0,212,TL,
8,Starry Flounder,,0,180,TL,
8,Starry Flounder,,0,143,TL,
8,Starry Flounder,,0,145,TL,
8,Starry Flounder,,0,147,TL,
8,Starry Flounder,,0,157,TL,
8,Starry Flounder,,0,207,TL,
8,Starry Flounder,,0,178,TL,
8,Starry Flounder,,0,180,TL,
8,Starry Flounder,,0,157,TL,
8,Starry Flounder,,0,183,TL,
8,Starry Flounder,,0,152,TL,
8,Starry Flounder,,0,214,TL,
8,Starry Flounder,,0,221,TL,
8,Starry Flounder,,0,154,TL,
8,Starry Flounder,,0,241,TL,
8,Starry Flounder,,0,139,TL,
8,Starry Flounder,,0,195,TL,
8,Starry Flounder,,0,140,TL,
8,Starry Flounder,,0,225,TL,
8,Starry Flounder,,0,235,TL,
8,Starry Flounder,,0,125,TL,
8,Sand Sole,,0,100,TL,
8,Sand Sole,,0,70,TL,
8,Sand Sole,,0,112,TL,
8,Sand Sole,,0,63,TL,
8,Sand Sole,,0,50,TL,
8,Sand Sole,,0,65,TL,
8,Sand Sole,,0,75,TL,
8,Sand Sole,,0,70,TL,
8,Sand Sole,,0,58,TL,
8,Sand Sole,,0,95,TL,
8,Sand Sole,,0,117,TL,
8,Sand Sole,,0,67,TL,
8,Sand Sole,,0,72,TL,
8,Sand Sole,,0,68,TL,
8,Sand Sole,,0,330,TL,
8,Sand Sole,,0,110,TL,
8,Sand Sole,,0,116,TL,
8,Sand Sole,,0,174,TL,
8,Sand Sole,,0,100,TL,
8,Sand Sole,,0,55,TL,
8,Sand Sole,,0,47,TL,
8,Sand Sole,,0,70,TL,
8,Sand Sole,,0,60,TL,
8,Sand Sole,,0,66,TL,
8,Sand Sole,,0,76,TL,
8,Sand Sole,,0,128,TL,
8,Sand Sole,,0,120,TL,
8,Sand Sole,,0,145,TL,
8,Sand Sole,,0,70,TL,
8,Sand Sole,,0,57,TL,
8,Sand Sole,,32,,TL,
8,Tubenose Poacher,,0,131,TL,
8,Tubenose Poacher,,0,28,TL,
8,White Spotted Greenling,Juvenile,0,62,FL,
8,White Spotted Greenling,Juvenile,0,54,FL,
8,White Spotted Greenling,Juvenile,0,20,FL,
8,White Spotted Greenling,Juvenile,0,59,FL,
8,White Spotted Greenling,Juvenile,0,48,FL,
8,White Spotted Greenling,Juvenile,0,70,FL,
8,Dolly Varden,Juvenile,0,130,FL,
8,Silver Spotted Sculpin,,0,95,TL,
8,Silver Spotted Sculpin,,0,115,TL,
8,Silver Spotted Sculpin,,0,100,TL,
8,Scalyhead Sculpin,,0,62,TL,
8,Scalyhead Sculpin,,0,72,TL,
8,Crescent Gunnel,,0,145,TL,
8,Crescent Gunnel,,0,170,TL,
9,Sand Shrimp,,13,,Rostrom-Tail,
9,Unidentified Sculpin,Juvenile,0,16,TL,
9,Unidentified Sculpin,,0,,TL,
9,Staghorn Sculpin,,0,290,FL,
9,Staghorn Sculpin,,0,248,FL,
9,Staghorn Sculpin,,0,315,FL,
9,Staghorn Sculpin,,0,308,FL,
9,Staghorn Sculpin,,0,268,FL,
9,Staghorn Sculpin,,0,211,FL,
9,Staghorn Sculpin,,0,331,FL,
9,Staghorn Sculpin,,0,275,FL,
9,Staghorn Sculpin,,0,283,FL,
9,Staghorn Sculpin,,0,220,FL,
9,Staghorn Sculpin,,0,200,FL,
9,Starry Flounder,,0,308,TL,
9,Starry Flounder,,0,156,TL,
9,Starry Flounder,,0,158,TL,
9,Starry Flounder,,0,185,TL,
9,Starry Flounder,,0,155,TL,
9,Starry Flounder,,0,150,TL,
9,Starry Flounder,,0,173,TL,
9,Starry Flounder,,0,244,TL,
9,Starry Flounder,,0,192,TL,
9,Starry Flounder,,0,216,TL,
9,Starry Flounder,,0,133,TL,
9,Starry Flounder,,0,147,TL,
9,Starry Flounder,,0,152,TL,
9,Starry Flounder,,0,132,TL,
9,Starry Flounder,,0,185,TL,
9,Crescent Gunnel,,0,145,TL,
9,Crescent Gunnel,,0,141,TL,
9,Crescent Gunnel,,0,142,TL,
9,Crescent Gunnel,,0,152,TL,
9,Sand Sole,,0,112,TL,
9,Sand Sole,,0,124,TL,
9,Sand Sole,,0,131,TL,
9,Sand Sole,,0,69,TL,
9,Sand Sole,,0,122,TL,
9,Sand Sole,,0,158,TL,
9,Sand Sole,,0,115,TL,
9,Sand Sole,,0,85,TL,
9,Sand Sole,,0,95,TL,
9,Sand Sole,,0,115,TL,
9,Sand Sole,,0,65,TL,
9,Sand Sole,,0,105,TL,
9,Sand Sole,,0,135,TL,
9,Sand Sole,,0,70,TL,
9,Sand Sole,,0,85,TL,
9,Sand Sole,,0,124,TL,
9,Sand Sole,,0,135,TL,
9,Sand Sole,,0,130,TL,
9,Sand Sole,,0,111,TL,
9,Sand Sole,,0,78,TL,
9,White Spotted Greenling,,0,146,FL,
9,White Spotted Greenling,,0,151,FL,
9,White Spotted Greenling,,0,172,FL,
9,Silver Spotted Sculpin,,0,120,TL,
9,Silver Spotted Sculpin,,0,116,TL,
9,Silver Spotted Sculpin,,0,130,TL,
9,Silver Spotted Sculpin,,0,101,TL,
9,Silver Spotted Sculpin,,0,118,TL,
9,Pacific Tom Cod,,0,155,FL,
9,Pacific Tom Cod,,0,160,FL,
9,Pacific Tom Cod,,0,145,FL,
9,Pacific Tom Cod,,0,165,FL,
9,Pacific Tom Cod,,0,155,FL,
9,Pacific Tom Cod,,0,133,FL,
9,Pacific Tom Cod,,0,130,FL,
9,Sturgeon Poacher,,0,165,TL,
9,Snailfish,,0,61,TL,
9,Snake Prickleback,,0,301,TL,
9,Snake Prickleback,,0,266,TL,
9,Snake Prickleback,,0,260,TL,
10,Unidentified Shrimp,,9,,,
10,Unidentified Crab,,0,,,
10,Pacific Tom Cod,,0,255,FL,
10,Pacific Tom Cod,,0,247,FL,
10,Pacific Tom Cod,,0,143,FL,
10,Pacific Tom Cod,,0,153,FL,
10,Pacific Tom Cod,,0,221,FL,
10,Pacific Tom Cod,,0,165,FL,
10,Pacific Tom Cod,,0,149,FL,
10,Pacific Tom Cod,,0,206,FL,
10,Pacific Tom Cod,,0,236,FL,
10,Pacific Tom Cod,,0,220,FL,
10,Pacific Tom Cod,,0,158,FL,
10,Pacific Tom Cod,,0,265,FL,
10,Pacific Tom Cod,,0,164,FL,
10,Pacific Tom Cod,,0,239,FL,
10,Pacific Tom Cod,,0,187,FL,
10,Pacific Tom Cod,,0,230,FL,
10,Pacific Tom Cod,,0,230,FL,
10,Pacific Tom Cod,,0,231,FL,
10,Pacific Tom Cod,,0,239,FL,
10,Pacific Tom Cod,,0,246,FL,
10,Pacific Tom Cod,,0,155,FL,
10,Pacific Tom Cod,,0,169,FL,
10,Pacific Tom Cod,,0,237,FL,
10,Pacific Tom Cod,,0,160,FL,
10,Pacific Tom Cod,,0,256,FL,
10,Pacific Tom Cod,,0,280,FL,
10,Pacific Tom Cod,,0,286,FL,
10,Pacific Tom Cod,,0,150,FL,
10,Pacific Tom Cod,,0,230,FL,
10,Pacific Tom Cod,,0,175,FL,
10,Pacific Tom Cod,,9,,FL,
10,Sand Sole,,0,145,TL,
10,Sand Sole,,0,63,TL,
10,Sand Sole,,0,60,TL,
10,Sand Sole,,0,78,TL,
10,Sand Sole,,0,82,TL,
10,Sand Sole,,0,161,TL,
10,Sand Sole,,0,170,TL,
10,Sand Sole,,0,89,TL,
10,Sand Sole,,0,195,TL,
10,Staghorn Sculpin,,0,210,FL,
10,Staghorn Sculpin,,0,210,FL,
10,Staghorn Sculpin,,0,265,FL,
10,Staghorn Sculpin,,0,247,FL,
10,Staghorn Sculpin,,0,302,FL,
10,Staghorn Sculpin,,0,262,FL,
10,Staghorn Sculpin,,0,238,FL,
10,Pacific Sand Lance,,0,90,TL,
10,Unidentified Sculpin,Juvenile,0,20,TL,
10,Unidentified Sculpin,Juvenile,0,20,TL,
10,Tubenose Poacher,,0,33,TL,
10,Tubenose Poacher,,0,33,TL,
10,Tubenose Poacher,,0,33,TL,
10,Tubenose Poacher,,0,33,TL,
10,Tubenose Poacher,,0,32,TL,
10,Tubenose Poacher,,0,26,TL,
10,Surf Smelt,,0,141,FL,
10,Surf Smelt,,0,139,FL,
10,Starry Flounder,,0,138,TL,
10,Starry Flounder,,0,106,TL,
11,Unidentified Crab,,0,,,
11,Dungeness Crab,,0,115,Carapace,
11,Dungeness Crab,,0,110,Carapace,
11,Sand Shrimp,,31,,Rostrom-Tail,
11,Pacific Tom Cod,,0,218,FL,
11,Pacific Tom Cod,,0,219,FL,
11,Pacific Tom Cod,,0,279,FL,
11,Pacific Tom Cod,,0,273,FL,
11,Pacific Tom Cod,,0,176,FL,
11,Pacific Tom Cod,,0,252,FL,
11,Pacific Tom Cod,,0,225,FL,
11,Pacific Tom Cod,,0,283,FL,
11,Pacific Tom Cod,,0,263,FL,
11,Pacific Tom Cod,,0,226,FL,
11,Pacific Tom Cod,,0,246,FL,
11,Pacific Tom Cod,,0,265,FL,
11,Pacific Tom Cod,,0,259,FL,
11,Pacific Tom Cod,,0,252,FL,
11,Pacific Tom Cod,,0,257,FL,
11,Pacific Tom Cod,,0,250,FL,
11,Pacific Tom Cod,,0,219,FL,
11,Pacific Tom Cod,,0,240,FL,
11,Pacific Tom Cod,,0,162,FL,
11,Pacific Tom Cod,,0,224,FL,
11,Pacific Tom Cod,,0,250,FL,
11,Pacific Tom Cod,,0,159,FL,
11,Pacific Tom Cod,,0,282,FL,
11,Pacific Tom Cod,,0,252,FL,
11,Pacific Tom Cod,,0,137,FL,
11,Pacific Tom Cod,,0,264,FL,
11,Pacific Tom Cod,,0,246,FL,
11,Pacific Tom Cod,,0,172,FL,
11,Pacific Tom Cod,,0,235,FL,
11,Pacific Tom Cod,,0,240,FL,
11,Pacific Tom Cod,,32,,FL,
11,Sandfish,,0,164,FL,
11,Sandfish,,0,153,FL,
11,Sandfish,,0,151,FL,
11,Sandfish,,0,148,FL,
11,Sand Sole,,0,155,TL,
11,Sand Sole,,0,59,TL,
11,Sand Sole,,0,74,TL,
11,Sand Sole,,0,191,TL,
11,Sand Sole,,0,180,TL,
11,Sand Sole,,0,165,TL,
11,Sand Sole,,0,182,TL,
11,Sand Sole,,0,131,TL,
11,Sand Sole,,0,169,TL,
11,Sand Sole,,0,79,TL,
11,Sand Sole,,0,197,TL,
11,Sand Sole,,0,146,TL,
11,Sand Sole,,0,73,TL,
11,Sand Sole,,0,126,TL,
11,Sand Sole,,0,96,TL,
11,Staghorn Sculpin,,0,325,FL,
11,Staghorn Sculpin,,0,243,FL,
11,Staghorn Sculpin,,0,246,FL,
11,Staghorn Sculpin,,0,156,FL,
11,Staghorn Sculpin,,0,273,FL,
11,Staghorn Sculpin,,0,257,FL,
11,Staghorn Sculpin,,0,340,FL,
11,Staghorn Sculpin,,0,154,FL,
11,Staghorn Sculpin,,0,101,FL,
11,Staghorn Sculpin,,0,150,FL,
11,Tubenose Poacher,,0,26,TL,
11,Unidentified flatfish,YOY,0,27,,
11,Snake Prickleback,,0,224,TL,
11,Shorthorn Sculpin,,0,80,TL,
12,Sand Shrimp,,34,,Rostrom-Tail,
12,Dungeness Crab,,0,120,Carapace,
12,Staghorn Sculpin,,0,270,FL,
12,Staghorn Sculpin,,0,97,FL,
12,Staghorn Sculpin,,0,305,FL,
12,Staghorn Sculpin,,0,122,FL,
12,Staghorn Sculpin,,0,280,FL,
12,Staghorn Sculpin,,0,300,FL,
12,Staghorn Sculpin,,0,178,FL,
12,Staghorn Sculpin,,0,227,FL,
12,Staghorn Sculpin,,0,99,FL,
12,Staghorn Sculpin,,0,185,FL,
12,Sand Sole,,0,165,TL,
12,Sand Sole,,0,245,TL,
12,Sand Sole,,0,247,TL,
12,Sand Sole,,0,77,TL,
12,Sand Sole,,0,205,TL,
12,Sand Sole,,0,179,TL,
12,Sand Sole,,0,102,TL,
12,Sand Sole,,0,177,TL,
12,Sand Sole,,0,176,TL,
12,Sand Sole,,0,75,TL,
12,Sand Sole,,0,87,TL,
12,Sand Sole,,0,96,TL,
12,Sand Sole,,0,144,TL,
12,Sand Sole,,0,152,TL,
12,Sand Sole,,0,129,TL,
12,Sand Sole,,0,113,TL,
12,Sand Sole,,0,53,TL,
12,Sand Sole,,0,59,TL,
12,Sand Sole,,0,75,TL,
12,Sand Sole,,0,82,TL,
12,Sand Sole,,0,80,TL,
12,Sand Sole,,0,99,TL,
12,Sand Sole,,0,83,TL,
12,Sand Sole,,0,80,TL,
12,Sand Sole,,0,67,TL,
12,Rock Sole,,0,105,TL,
12,Rock Sole,,0,82,TL,
12,Rock Sole,,0,74,TL,
12,Dolly Varden,Juvenile,0,148,FL,
13,Staghorn Sculpin,,0,255,FL,
13,Staghorn Sculpin,,0,190,FL,
13,Staghorn Sculpin,,0,147,FL,
13,Staghorn Sculpin,,0,137,FL,
13,Sand Sole,,0,158,TL,
13,Sand Sole,,0,75,TL,
13,Sand Sole,,0,155,TL,
13,Sand Sole,,0,116,TL,
13,Sand Sole,,0,116,TL,
13,Sand Sole,,0,154,TL,
13,Sand Sole,,0,135,TL,
13,Sand Sole,,0,130,TL,
13,Sand Sole,,0,72,TL,
13,Sand Sole,,0,129,TL,
13,Capelin,YOY,0,46,FL,
13,Sand Shrimp,,5,,Rostrom-Tail,
14,Sand Shrimp,,26,,Rostrom-Tail,
14,Hermit Crab,,0,,Carapace,
14,Great Sculpin,,0,105,TL,
14,Staghorn Sculpin,,0,325,FL,
14,Staghorn Sculpin,,0,172,FL,
14,Staghorn Sculpin,,0,186,FL,
14,Staghorn Sculpin,,0,286,FL,
14,Staghorn Sculpin,,0,215,FL,
14,Staghorn Sculpin,,0,199,FL,
14,Staghorn Sculpin,,0,219,FL,
14,Dolly Varden,,0,180,FL,
14,Dolly Varden,,0,135,FL,
14,Dolly Varden,,0,293,FL,
14,Dolly Varden,,0,214,FL,
14,Rock Sole,,0,125,TL,
14,Rock Sole,,0,137,TL,
14,Rock Sole,,0,110,TL,
14,Rock Sole,,0,35,TL,
14,Rock Sole,,0,118,TL,
14,Rock Sole,,0,90,TL,
14,Rock Sole,,0,110,TL,
14,Sand Sole,,0,154,TL,
14,Sand Sole,,0,56,TL,
14,Sand Sole,,0,94,TL,
14,Sand Sole,,0,131,TL,
14,Sand Sole,,0,182,TL,
14,Sand Sole,,0,110,TL,
14,Sand Sole,,0,115,TL,
14,Sand Sole,,0,72,TL,
14,Sand Sole,,0,124,TL,
14,Sand Sole,,0,85,TL,
14,Sand Sole,,0,79,TL,
14,Sand Sole,,0,82,TL,
14,Sand Sole,,0,135,TL,
14,Sand Sole,,0,177,TL,
14,Sand Sole,,0,84,TL,
14,Sand Sole,,0,62,TL,
14,Sand Sole,,0,54,TL,
14,Sand Sole,,0,169,TL,
14,Sand Sole,,0,105,TL,
14,Sand Sole,,0,80,TL,
14,Sand Sole,,0,73,TL,
14,Sand Sole,,0,85,TL,
14,Capelin,YOY,0,39,FL,
14,Capelin,YOY,0,44,FL,
