Project,Round,Site,Seine#,Common,Length_mm,Count,checkID,Notes,Weight_damp_g
CMI,1,Tutka,1,Buffalo Sculpin,91,1,,,
CMI,1,Tutka,1,Buffalo Sculpin,93,1,,,
CMI,1,Tutka,1,Buffalo Sculpin,119,1,,,
CMI,1,Tutka,1,Buffalo Sculpin,113,1,,,
CMI,1,Tutka,1,Armorhead Sculpin,100,1,,,
CMI,1,Tutka,1,Penpoint Gunnel,81,1,,,
CMI,1,Tutka,1,Penpoint Gunnel,80,1,,,
CMI,1,Tutka,1,Crescent Gunnel,120,1,,,
CMI,1,Tutka,1,Crescent Gunnel,130,1,,,
CMI,1,Tutka,1,Crescent Gunnel,175,1,,,
CMI,1,Tutka,1,Larval Fish,,1,,,
CMI,1,Tutka,1,Unidentified Sculpin (J),,1,,,
CMI,1,Tutka,2,Starry Flounder,450,1,,,
CMI,1,Tutka,2,Starry Flounder,587,1,,,
CMI,1,Tutka,2,Starry Flounder,199,1,,,
CMI,1,Tutka,2,Starry Flounder,263,1,,,
CMI,1,Tutka,2,Starry Flounder,240,1,,,
CMI,1,Tutka,2,Staghorn Sculpin,262,1,,,
CMI,1,Tutka,2,Staghorn Sculpin,255,1,,,
CMI,1,Tutka,2,Staghorn Sculpin,222,1,,,
CMI,1,Tutka,2,Staghorn Sculpin,171,1,,,
CMI,1,Tutka,2,Pacific Tomcod (J),55,1,,,
CMI,1,Tutka,2,Rock Sole,177,1,,,
CMI,1,Tutka,2,Rock Sole,159,1,,,
CMI,1,Tutka,2,Rock Sole,147,1,,,
CMI,1,Tutka,2,Rock Sole,155,1,,,
CMI,1,Tutka,2,Rock Sole,154,1,,,
CMI,1,Tutka,2,Rock Sole,200,1,,,
CMI,1,Tutka,2,Rock Sole,150,1,,,
CMI,1,Tutka,2,Rock Sole,155,1,,,
CMI,1,Tutka,2,Rock Sole,163,1,,,
CMI,1,Tutka,2,Rock Sole,175,1,,,
CMI,1,Tutka,2,Rock Sole,175,1,,,
CMI,1,Tutka,2,Rock Sole,149,1,,,
CMI,1,Tutka,2,Rock Sole,164,1,,,
CMI,1,Tutka,2,Rock Sole,139,1,,,
CMI,1,Tutka,2,Rock Sole,160,1,,,
CMI,1,Tutka,2,Rock Sole,172,1,,,
CMI,1,Tutka,2,Unidentified Sculpin (J),,3,,,
CMI,1,Tutka,2,Crescent Gunnel,95,1,,,
CMI,1,Tutka,2,Crescent Gunnel,80,1,,,
CMI,1,Tutka,2,Crescent Gunnel,145,1,,,
CMI,1,Tutka,2,Crescent Gunnel,125,1,,,
CMI,1,Tutka,2,Crescent Gunnel,74,1,,,
CMI,1,Tutka,2,Crescent Gunnel,185,1,,,
CMI,1,Tutka,2,Crescent Gunnel,88,1,,,
CMI,1,Tutka,2,Buffalo Sculpin,110,1,,,
CMI,1,Tutka,3,Rock Sole,145,1,,,
CMI,1,Tutka,3,Rock Sole,247,1,,,
CMI,1,Tutka,3,Saffron Cod (J),165,1,,,
CMI,1,Tutka,3,Saffron Cod (J),165,1,,,
CMI,1,Tutka,3,Unidentified Sculpin (J),,2,,,
CMI,1,Tutka,3,Crescent Gunnel,142,1,,,
CMI,1,Tutka,3,Crescent Gunnel,135,1,,,
CMI,1,Tutka,3,Great Sculpin,116,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,109,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,105,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,118,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,109,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,108,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,111,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,111,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,111,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,110,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,98,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,119,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,115,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,104,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,107,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,121,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,111,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,105,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,102,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,109,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,101,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,90,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,112,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,111,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,115,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,109,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,116,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon,113,1,,,
CMI,1,Seldovia Harbor,1,Coho Salmon (J),,10,,,
CMI,1,Seldovia Harbor,1,Chinook Salmon,79,1,,,
CMI,1,Seldovia Harbor,1,Chinook Salmon,103,1,,,
CMI,1,Seldovia Harbor,1,Saffron Cod (J),53,1,,,
CMI,1,Seldovia Harbor,1,Saffron Cod (J),50,1,,,
CMI,1,Seldovia Harbor,1,Saffron Cod (J),54,1,,,
CMI,1,Seldovia Harbor,1,Saffron Cod (J),53,1,,,
CMI,1,Seldovia Harbor,1,Saffron Cod (J),54,1,,,
CMI,1,Seldovia Harbor,1,Sockeye Salmon,92,1,,,
CMI,1,Seldovia Harbor,1,Sockeye Salmon,93,1,,,
CMI,1,Seldovia Harbor,1,Sockeye Salmon,98,1,,,
CMI,1,Seldovia Harbor,1,Sockeye Salmon,75,1,,,
CMI,1,Seldovia Harbor,1,Sockeye Salmon,82,1,,,
CMI,1,Seldovia Harbor,1,Dolly Varden,167,1,,,
CMI,1,Seldovia Harbor,1,Pink Salmon,80,1,,,
CMI,1,Seldovia Harbor,1,Walleye Pollock (J),31,1,,,
CMI,1,Seldovia Harbor,1,Crescent Gunnel,199,1,,,
CMI,1,Seldovia Harbor,1,Crescent Gunnel,88,1,,,
CMI,1,Seldovia Harbor,1,Crescent Gunnel,99,1,,,
CMI,1,Seldovia Harbor,1,Chum Salmon,62,1,,,
CMI,1,Seldovia Harbor,1,Chum Salmon,71,1,,,
CMI,1,Seldovia Harbor,1,Unidentified Greenling,68,1,X,Greenling - Voucher - to be ID'ed,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),59,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),57,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),60,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),54,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),59,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),58,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),48,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),54,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),56,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),56,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),55,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),60,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),65,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),53,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),52,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),55,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),63,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),58,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),56,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),54,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),60,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),55,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),52,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),56,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),59,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),55,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),54,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),59,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),53,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),60,1,,,
CMI,1,Seldovia Harbor,2,Pacific Tomcod (J),,138,,,
CMI,1,Seldovia Harbor,2,Unidentified Sculpin (J),,10,,,
CMI,1,Seldovia Harbor,2,Unidentified Flatfish (J),,1,,,
CMI,1,Seldovia Harbor,2,Great Sculpin,123,1,,,
CMI,1,Seldovia Harbor,2,Great Sculpin,114,1,,,
CMI,1,Seldovia Harbor,2,Rock Sole,131,1,,,
CMI,1,Seldovia Harbor,2,Unidentified Greenling,68,1,X,Greenling - same as first seine,
CMI,1,Seldovia Harbor,2,Crescent Gunnel,84,1,,,
CMI,1,Seldovia Harbor,2,Crescent Gunnel,77,1,,,
CMI,1,Seldovia Harbor,2,Crescent Gunnel,75,1,,,
CMI,1,Seldovia Harbor,2,Crescent Gunnel,95,1,,,
CMI,1,Seldovia Harbor,2,Crescent Gunnel,87,1,,,
CMI,1,Seldovia Harbor,2,Crescent Gunnel,97,1,,,
CMI,1,Seldovia Harbor,2,Scalyhead Sculpin,110,1,,,
CMI,1,Seldovia Harbor,2,Scalyhead Sculpin,112,1,,,
CMI,1,Seldovia Harbor,2,English Sole,129,1,,,
CMI,1,Seldovia Harbor,2,English Sole,67,1,,,
CMI,1,Seldovia Harbor,2,English Sole,60,1,,,
CMI,1,Seldovia Harbor,2,English Sole,94,1,,,
CMI,1,Seldovia Harbor,2,English Sole,54,1,,,
CMI,1,Seldovia Harbor,2,English Sole,67,1,,,
CMI,1,Seldovia Harbor,2,Snake Prickleback,69,1,,,
CMI,1,Seldovia Harbor,2,Snake Prickleback,54,1,,,
CMI,1,Seldovia Harbor,2,Snake Prickleback,62,1,,,
CMI,1,Seldovia Harbor,2,Buffalo Sculpin,108,1,,,
CMI,1,Seldovia Harbor,2,Buffalo Sculpin,114,1,,,
CMI,1,Seldovia Harbor,2,Padded Sculpin,110,1,,,
CMI,1,Seldovia Harbor,2,Padded Sculpin,95,1,,,
CMI,2,Halibut Cove,1,Starry Flounder,299,1,,,
CMI,2,Halibut Cove,1,Starry Flounder,270,1,,,
CMI,2,Halibut Cove,1,Starry Flounder,267,1,,,
CMI,2,Halibut Cove,1,Rock Sole,141,1,,,
CMI,2,Halibut Cove,1,Rock Sole,170,1,,,
CMI,2,Halibut Cove,1,Rock Sole,102,1,,,
CMI,2,Halibut Cove,1,Rock Sole,160,1,,,
CMI,2,Halibut Cove,1,Rock Sole,227,1,,,
CMI,2,Halibut Cove,1,Rock Sole,205,1,,,
CMI,2,Halibut Cove,1,Rock Sole,209,1,,,
CMI,2,Halibut Cove,1,Rock Sole,137,1,,,
CMI,2,Halibut Cove,1,Rock Sole,261,1,,,
CMI,2,Halibut Cove,1,Rock Sole,139,1,,,
CMI,2,Halibut Cove,1,Rock Sole,191,1,,,
CMI,2,Halibut Cove,1,Rock Sole,167,1,,,
CMI,2,Halibut Cove,1,Rock Sole,157,1,,,
CMI,2,Halibut Cove,1,Rock Sole,183,1,,,
CMI,2,Halibut Cove,1,Rock Sole,179,1,,,
CMI,2,Halibut Cove,1,Rock Sole,131,1,,,
CMI,2,Halibut Cove,1,Rock Sole,175,1,,,
CMI,2,Halibut Cove,1,Rock Sole,147,1,,,
CMI,2,Halibut Cove,1,Rock Sole,157,1,,,
CMI,2,Halibut Cove,1,Rock Sole,136,1,,,
CMI,2,Halibut Cove,1,Rock Sole,140,1,,,
CMI,2,Halibut Cove,1,Rock Sole,182,1,,,
CMI,2,Halibut Cove,1,Rock Sole,165,1,,,
CMI,2,Halibut Cove,1,Rock Sole,170,1,,,
CMI,2,Halibut Cove,1,Rock Sole,155,1,,,
CMI,2,Halibut Cove,1,Rock Sole,102,1,,,
CMI,2,Halibut Cove,1,Rock Sole,98,1,,,
CMI,2,Halibut Cove,1,Rock Sole,150,1,,,
CMI,2,Halibut Cove,1,Rock Sole,158,1,,,
CMI,2,Halibut Cove,1,Rock Sole,155,1,,,
CMI,2,Halibut Cove,1,Rock Sole,,25,,,
CMI,2,Halibut Cove,1,Dolly Varden,360,1,,,
CMI,2,Halibut Cove,1,Dolly Varden,162,1,,,
CMI,2,Halibut Cove,1,Dolly Varden,135,1,,,
CMI,2,Halibut Cove,1,Dolly Varden,133,1,,,
CMI,2,Halibut Cove,1,Dolly Varden,166,1,,,
CMI,2,Halibut Cove,1,Dolly Varden,155,1,,,
CMI,2,Halibut Cove,1,Dolly Varden,132,1,,,
CMI,2,Halibut Cove,1,Dolly Varden,125,1,,,
CMI,2,Halibut Cove,1,Dolly Varden,136,1,,,
CMI,2,Halibut Cove,1,White Spotted Greenling,70,1,,Pictures,
CMI,2,Halibut Cove,1,White Spotted Greenling,66,1,,Pictures,
CMI,2,Halibut Cove,1,Snake Prickleback,115,1,,,
CMI,2,Halibut Cove,1,Snake Prickleback,110,1,,,
CMI,2,Halibut Cove,1,Snake Prickleback,172,1,,,
CMI,2,Halibut Cove,1,Snake Prickleback,120,1,,,
CMI,2,Halibut Cove,1,Snake Prickleback,163,1,,,
CMI,2,Halibut Cove,1,Snake Prickleback,110,1,,,
CMI,2,Halibut Cove,1,Snake Prickleback,184,1,,,
CMI,2,Halibut Cove,1,Snake Prickleback,83,1,,,
CMI,2,Halibut Cove,1,Snake Prickleback,190,1,,,
CMI,2,Halibut Cove,1,Snake Prickleback,169,1,,,
CMI,2,Halibut Cove,1,Three Spine Stickleback,65,1,,,
CMI,2,Halibut Cove,1,Pacific Cod (J),56,1,,,
CMI,2,Halibut Cove,1,Pacific Cod (J),47,1,,,
CMI,2,Halibut Cove,1,Crescent Gunnel,150,1,,,
CMI,2,Halibut Cove,1,Crescent Gunnel,152,1,,,
CMI,2,Halibut Cove,1,Crescent Gunnel,147,1,,,
CMI,2,Halibut Cove,2,Staghorn Sculpin,280,1,,,
CMI,2,Halibut Cove,2,Staghorn Sculpin,300,1,,,
CMI,2,Halibut Cove,2,Rock Sole,108,1,,,
CMI,2,Halibut Cove,2,Rock Sole,103,1,,,
CMI,2,Halibut Cove,2,Rock Sole,115,1,,,
CMI,2,Halibut Cove,2,Rock Sole,110,1,,,
CMI,2,Halibut Cove,2,Rock Sole,115,1,,,
CMI,2,Halibut Cove,2,Rock Sole,180,1,,,
CMI,2,Halibut Cove,2,Rock Sole,120,1,,,
CMI,2,Halibut Cove,2,Rock Sole,137,1,,,
CMI,2,Halibut Cove,2,Rock Sole,160,1,,,
CMI,2,Halibut Cove,2,Rock Sole,124,1,,,
CMI,2,Halibut Cove,2,Rock Sole,170,1,,,
CMI,2,Halibut Cove,2,Rock Sole,109,1,,,
CMI,2,Halibut Cove,2,Rock Sole,110,1,,,
CMI,2,Halibut Cove,2,Rock Sole,180,1,,,
CMI,2,Halibut Cove,2,Rock Sole,152,1,,,
CMI,2,Halibut Cove,2,Rock Sole,220,1,,,
CMI,2,Halibut Cove,2,Rock Sole,100,1,,,
CMI,2,Halibut Cove,2,Rock Sole,170,1,,,
CMI,2,Halibut Cove,2,Rock Sole,210,1,,,
CMI,2,Halibut Cove,2,Rock Sole,213,1,,,
CMI,2,Halibut Cove,2,Rock Sole,220,1,,,
CMI,2,Halibut Cove,2,Rock Sole,100,1,,,
CMI,2,Halibut Cove,2,Rock Sole,170,1,,,
CMI,2,Halibut Cove,2,Rock Sole,210,1,,,
CMI,2,Halibut Cove,2,Rock Sole,213,1,,,
CMI,2,Halibut Cove,2,Rock Sole,165,1,,,
CMI,2,Halibut Cove,2,Rock Sole,111,1,,,
CMI,2,Halibut Cove,2,Rock Sole,132,1,,,
CMI,2,Halibut Cove,2,Rock Sole,149,1,,,
CMI,2,Halibut Cove,2,Rock Sole,95,1,,,
CMI,2,Halibut Cove,2,Rock Sole,124,1,,,
CMI,2,Halibut Cove,2,Rock Sole,100,1,,,
CMI,2,Halibut Cove,2,Rock Sole,200,1,,,
CMI,2,Halibut Cove,2,Rock Sole,141,1,,,
CMI,2,Halibut Cove,2,Rock Sole,129,1,,,
CMI,2,Halibut Cove,2,Rock Sole,,20,,,
CMI,2,Halibut Cove,2,Dolly Varden,184,1,,,
CMI,2,Halibut Cove,2,Dolly Varden,173,1,,,
CMI,2,Halibut Cove,2,Dolly Varden,132,1,,,
CMI,2,Halibut Cove,2,Dolly Varden,147,1,,,
CMI,2,Halibut Cove,2,Dolly Varden,127,1,,,
CMI,2,Halibut Cove,2,Dolly Varden,160,1,,,
CMI,2,Halibut Cove,2,White Spotted Greenling,75,1,,,
CMI,2,Halibut Cove,2,White Spotted Greenling,75,1,,,
CMI,2,Halibut Cove,2,White Spotted Greenling,71,1,,,
CMI,2,Halibut Cove,2,White Spotted Greenling,78,1,,,
CMI,2,Halibut Cove,2,White Spotted Greenling,78,1,,,
CMI,2,Halibut Cove,2,White Spotted Greenling,76,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,190,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,182,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,185,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,164,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,190,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,215,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,213,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,226,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,155,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,168,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,200,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,178,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,107,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,170,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,200,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,178,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,107,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,170,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,200,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,180,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,170,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,170,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,69,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,156,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,160,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,165,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,135,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,183,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,120,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,221,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,114,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,217,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,130,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,150,1,,,
CMI,2,Halibut Cove,2,Snake Prickleback,,50,,,
CMI,2,Halibut Cove,2,Starry Flounder,220,1,,,
CMI,2,Halibut Cove,2,Starry Flounder,230,1,,,
CMI,2,Halibut Cove,2,Crescent Gunnel,86,1,,,
CMI,2,Halibut Cove,2,Great Sculpin,130,1,,,
CMI,2,Halibut Cove,2,Great Sculpin,120,1,,,
CMI,2,Halibut Cove,2,Great Sculpin,120,1,,,
CMI,2,Halibut Cove,2,English Sole,153,1,,,
CMI,2,Halibut Cove,2,English Sole,126,1,,,
CMI,2,Halibut Cove,3,Starry Flounder,420,1,,,
CMI,2,Halibut Cove,3,Starry Flounder,360,1,,,
CMI,2,Halibut Cove,3,Starry Flounder,340,1,,,
CMI,2,Halibut Cove,3,Starry Flounder,445,1,,,
CMI,2,Halibut Cove,3,Starry Flounder,430,1,,,
CMI,2,Halibut Cove,3,Starry Flounder,193,1,,,
CMI,2,Halibut Cove,3,Rock Sole,101,1,,,
CMI,2,Halibut Cove,3,Saffron Cod (J),195,1,,,
CMI,2,Halibut Cove,3,Saffron Cod (J),192,1,,,
CMI,2,Halibut Cove,3,Saffron Cod (J),186,1,,,
CMI,2,Halibut Cove,3,Saffron Cod (J),170,1,,,
CMI,2,Halibut Cove,3,Saffron Cod (J),209,1,,,
CMI,2,Halibut Cove,3,Saffron Cod (J),185,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,192,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,245,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,123,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,203,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,192,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,183,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,169,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,125,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,164,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,180,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,163,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,173,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,172,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,172,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,176,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,220,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,175,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,68,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,161,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,172,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,187,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,132,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,179,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,135,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,187,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,176,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,218,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,165,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,204,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,175,1,,,
CMI,2,Halibut Cove,3,Snake Prickleback,,10,,,
CMI,2,Halibut Cove,3,Dolly Varden,126,1,,,
CMI,2,Halibut Cove,3,Pacific Tomcod (J),148,1,,,
CMI,2,Halibut Cove,3,Pacific Tomcod (J),149,1,,,
CMI,2,Halibut Cove,3,Pacific Tomcod (J),145,1,,,
CMI,2,Halibut Cove,3,Pacific Cod (J),145,1,,,
CMI,2,Halibut Cove,3,Great Sculpin,76,1,,,
CMI,2,China Poot,1,Rock Greenling,60,1,,,
CMI,2,China Poot,1,Rock Greenling,59,1,,,
CMI,2,China Poot,1,Rock Greenling,55,1,,,
CMI,2,China Poot,1,Dolly Varden,189,1,,,
CMI,2,China Poot,1,Dolly Varden,162,1,,,
CMI,2,China Poot,1,Rock Sole,210,1,,,
CMI,2,China Poot,1,Rock Sole,125,1,,,
CMI,2,China Poot,1,Buffalo Sculpin,88,1,,,
CMI,2,China Poot,1,Buffalo Sculpin,81,1,,,
CMI,2,China Poot,1,Buffalo Sculpin,84,1,,,
CMI,2,China Poot,1,Buffalo Sculpin,90,1,,,
CMI,2,China Poot,1,Buffalo Sculpin,71,1,,,
CMI,2,China Poot,1,Pink Salmon,69,1,,,
CMI,2,China Poot,1,Pink Salmon,66,1,,,
CMI,2,China Poot,1,Pink Salmon,84,1,,,
CMI,2,China Poot,1,Pacific Sand Lance,59,1,,,
CMI,2,China Poot,1,Pacific Sand Lance,143,1,,One Pacific Sand Lance for Kim.,
CMI,2,China Poot,1,Pacific Sand Lance,118,1,,One Pacific Sand Lance for Kim.,
CMI,2,China Poot,1,Pacific Sand Lance,117,1,,One Pacific Sand Lance for Kim.,
CMI,2,China Poot,1,Pacific Sand Lance,120,1,,One Pacific Sand Lance for Kim.,
CMI,2,China Poot,1,Pacific Sand Lance,115,1,,One Pacific Sand Lance for Kim.,
CMI,2,China Poot,1,Pacific Sand Lance,122,1,,One Pacific Sand Lance for Kim.,
CMI,2,China Poot,1,Pacific Sand Lance,119,1,,One Pacific Sand Lance for Kim.,
CMI,2,China Poot,1,Saffron Cod (J),66,1,,,
CMI,2,China Poot,1,Saffron Cod (J),63,1,,,
CMI,2,China Poot,1,Saffron Cod (J),48,1,,,
CMI,2,China Poot,1,Coho Salmon,83,1,,,
CMI,2,China Poot,1,White Spotted Greenling,73,1,,,
CMI,2,China Poot,1,White Spotted Greenling,75,1,,,
CMI,2,China Poot,1,White Spotted Greenling,69,1,,,
CMI,2,China Poot,1,White Spotted Greenling,70,1,,,
CMI,2,China Poot,1,White Spotted Greenling,74,1,,,
CMI,2,China Poot,1,White Spotted Greenling,79,1,,,
CMI,2,China Poot,1,White Spotted Greenling,73,1,,,
CMI,2,China Poot,1,White Spotted Greenling,68,1,,,
CMI,2,China Poot,1,Great Sculpin,88,1,,,
CMI,2,China Poot,1,Great Sculpin,101,1,,,
CMI,2,China Poot,1,Great Sculpin,87,1,,,
CMI,2,China Poot,1,Great Sculpin,186,1,,,
CMI,2,China Poot,1,Great Sculpin,142,1,,,
CMI,2,China Poot,1,Great Sculpin,85,1,,,
CMI,2,China Poot,1,Great Sculpin,99,1,,,
CMI,2,China Poot,1,Great Sculpin,107,1,,,
CMI,2,China Poot,1,Great Sculpin,87,1,,,
CMI,2,China Poot,1,Unidentified Sculpin (J),,2,,,
CMI,2,China Poot,2,Armorhead Sculpin,121,1,,,
CMI,2,China Poot,2,Armorhead Sculpin,133,1,,,
CMI,2,China Poot,2,Dolly Varden,152,1,,,
CMI,2,China Poot,2,Dolly Varden,109,1,,,
CMI,2,China Poot,2,Buffalo Sculpin,102,1,,,
CMI,2,China Poot,2,Pacific Sand Lance,52,1,,,
CMI,2,China Poot,2,Pacific Sand Lance,50,1,,,
CMI,2,China Poot,2,White Spotted Greenling,72,1,,,
CMI,2,China Poot,2,Larval Fish,,1,,,
CMI,2,China Poot,2,Unidentified Sculpin (J),,12,,,
CMI,2,China Poot,3,Dolly Varden,299,1,,,
CMI,2,China Poot,3,Dolly Varden,294,1,,,
CMI,2,China Poot,3,Saffron Cod (J),179,1,,,
CMI,2,China Poot,3,Saffron Cod (J),184,1,,,
CMI,2,China Poot,3,Saffron Cod (J),180,1,,,
CMI,2,China Poot,3,Saffron Cod (J),183,1,,,
CMI,2,China Poot,3,Saffron Cod (J),198,1,,,
CMI,2,China Poot,3,Rock Sole,120,1,,,
CMI,2,China Poot,3,Pacific Sand Lance,117,1,,,
CMI,2,China Poot,3,Pacific Sand Lance,42,1,,,
CMI,2,China Poot,3,Pacific Cod (J),52,1,,,
CMI,2,China Poot,3,Unidentified Sculpin (J),,13,,,
CMI,2,China Poot,3,Larval Fish,,1,,,
CMI,2,Barabara,1,Staghorn Sculpin,352,1,,,
CMI,2,Barabara,1,Rock Sole,113,1,,,
CMI,2,Barabara,1,Rock Sole,235,1,,,
