SeineID,Common,LifeStage,Count,Length_mm,PSP,Deceased,Notes
2105NR2,Sand Shrimp,,1,76,,,
2105NR2,Sand Shrimp,,1,44,,,
2105NR2,Sand Shrimp,,1,49,,,
2105NR2,Sand Shrimp,,1,72,,,
2105NR2,Sand Shrimp,,1,42,,,
2105NR2,Sand Shrimp,,1,79,,,
2105NR2,Sand Shrimp,,1,80,,,
2105NR2,Sand Shrimp,,1,70,,,
2105NR2,Sand Shrimp,,19,,,,
2105NR2,Rock Sole,,1,59,,,
2105NR2,Rock Sole,,1,74,,,
2105NR2,Pacific Tom Cod,,1,121,,,
2105NR2,Pacific Tom Cod,,1,79,,,
2105NR2,Pacific Tom Cod,,1,135,,,
2105NR2,Pacific Tom Cod,,1,156,,,
2105NR2,Pacific Tom Cod,,1,135,,,
2105NR2,Pacific Tom Cod,,1,110,,,
2105NR2,Surf Smelt,,1,167,,,
2105NR2,Surf Smelt,YOY,1,49,1,,
2105NR2,Surf Smelt,YOY,1,52,1,,
2105NR2,Surf Smelt,YOY,1,57,1,,
2105NR2,Surf Smelt,YOY,1,51,1,,
2105NR2,Surf Smelt,YOY,1,49,1,,
2105NR2,Surf Smelt,YOY,1,53,1,,
2105NR2,Surf Smelt,YOY,1,50,1,,
2105NR2,Surf Smelt,YOY,1,44,,,
2105NR2,Longfin Smelt,,1,94,1,,
2105NR2,Pacific Sand Lance,,1,71,1,,
2105NR2,Pacific Sand Lance,,1,73,1,,
2105NR2,Graceful Decorator Crab,,5,,,,
2105NR3,Starry Flounder,,1,175,,,
2105NR3,Starry Flounder,,1,129,,,
2105NR3,Starry Flounder,,1,93,,,
2105NR3,Sand Sole,,1,205,,,
2105NR3,Sand Sole,,1,240,,,
2105NR3,Sand Sole,,1,156,,,
2105NR3,Sand Sole,,1,243,,,
2105NR3,Sand Sole,,1,145,,,
2105NR3,Sand Sole,,1,160,,,
2105NR3,Sand Sole,,1,200,,,
2105NR3,Sand Sole,,1,36,,,
2105NR3,Sand Sole,,1,139,,,
2105NR3,Sand Sole,,1,124,,,
2105NR3,Sand Sole,,1,101,,,
2105NR3,Sand Sole,,1,118,,,
2105NR3,Sand Sole,,1,100,,,
2105NR3,Sand Sole,,1,127,,,
2105NR3,Sand Sole,,1,110,,,
2105NR3,Sand Sole,,1,46,,,
2105NR3,Sand Sole,,1,132,,,
2105NR3,Sand Sole,,1,45,,,
2105NR3,Sand Sole,,1,141,,,
2105NR3,Sand Sole,,1,105,,,
2105NR3,Sand Sole,,1,95,,,
2105NR3,Sand Sole,,1,114,,,
2105NR3,Sand Sole,,1,43,,,
2105NR3,Sand Sole,,1,96,,,
2105NR3,Sand Sole,,1,100,,,
2105NR3,Sand Sole,,1,50,,,
2105NR3,Sand Sole,,1,43,,,
2105NR3,Staghorn Sculpin,,1,232,,,
2105NR3,Staghorn Sculpin,,1,117,,,
2105NR3,Staghorn Sculpin,,1,242,,,
2105NR3,Staghorn Sculpin,,1,220,,,
2105NR3,Staghorn Sculpin,,1,206,,,
2105NR3,Staghorn Sculpin,,1,223,,,
2105NR3,Staghorn Sculpin,,1,211,,,
2105NR3,Staghorn Sculpin,,1,170,,,
2105NR3,Staghorn Sculpin,,1,202,,,
2105NR3,Staghorn Sculpin,,1,284,,,
2105NR3,Staghorn Sculpin,,1,196,,,
2105NR3,Staghorn Sculpin,,1,236,,,
2105NR3,Staghorn Sculpin,,1,103,,,
2105NR3,Sand Shrimp,,10,,,,
2105NR3,Sand Shrimp,,1,102,,,
2105NR3,Sand Shrimp,,1,89,,,
2105NR3,Pacific Tom Cod,,1,175,,,
2105NR3,Pacific Tom Cod,,1,164,,,
2105NR3,Pacific Tom Cod,,1,140,,,
2105NR3,Pacific Tom Cod,,1,157,,,
2105NR3,Pacific Tom Cod,,1,135,,,
2105NR3,Pacific Tom Cod,,1,120,,,
2105NR3,Pacific Tom Cod,,1,128,,,
2105NR3,Surf Smelt,YOY,7,56,,,
2105NR3,Surf Smelt,YOY,1,59,,,
2105NR3,Surf Smelt,YOY,1,45,,,
2105NR3,Surf Smelt,YOY,1,48,,,
2105NR3,Surf Smelt,YOY,1,55,,,
2105NR3,Surf Smelt,YOY,1,56,,,
2105NR3,Surf Smelt,YOY,1,52,,,
2105NR3,Surf Smelt,YOY,1,48,,,
2105NR3,Surf Smelt,YOY,1,56,,,
2105NR3,Surf Smelt,YOY,1,50,,,
2105NR3,Surf Smelt,YOY,1,53,,,
2105NR3,Surf Smelt,YOY,1,52,,,
2105NR3,Surf Smelt,YOY,1,48,,,
2105NR3,Surf Smelt,YOY,1,55,,,
2105NR3,Surf Smelt,YOY,1,50,,,
2105NR3,Surf Smelt,YOY,1,51,,,
2105NR3,Surf Smelt,YOY,1,52,,,
2105NR3,Surf Smelt,YOY,1,47,,,
2105NR3,Surf Smelt,YOY,1,44,,,
2105NR3,Surf Smelt,YOY,1,48,,,
2105NR3,Surf Smelt,YOY,1,56,,,
2105NR3,Surf Smelt,YOY,1,53,,,
2105NR3,Surf Smelt,YOY,1,44,1,,
2105NR3,Surf Smelt,YOY,1,48,1,,
2105NR3,Surf Smelt,YOY,1,47,1,,
2105NR3,Surf Smelt,YOY,1,45,1,,
2105NR3,Surf Smelt,YOY,1,49,1,,
2105NR3,Surf Smelt,YOY,1,59,1,,
2105NR3,Surf Smelt,YOY,1,49,1,,
2105NR3,Surf Smelt,YOY,1,42,1,,
2105NR3,Rock Sole,,1,50,,,
2105NR3,Rock Sole,,1,61,,,
2105NR3,Sturgeon Poacher,,1,151,,,
2105NR3,Sturgeon Poacher,,1,143,,,
2105NR3,White Spotted Greenling,,1,262,,,
2105NR3,White Spotted Greenling,,1,243,,,
2105NR3,Capelin,YOY,1,39,,,
2105NR3,Capelin,YOY,1,43,,,
2105NR3,Capelin,YOY,1,45,1,,
2105NR3,Capelin,YOY,1,43,1,,
2105NR3,Capelin,YOY,1,45,1,,
2105NR3,Snake Prickleback,,1,240,,,
2106NR1,Staghorn Sculpin,,1,235,,,
2106NR1,Sand Sole,,1,66,,,
2106NR1,Sand Sole,,1,82,,,
2106NR1,Sand Sole,,1,65,,,
2106NR1,Sand Sole,,1,76,,,
2106NR1,Sand Sole,,1,49,,,
2106NR1,Dolly Varden,,1,119,,,
2106NR1,Sturgeon Poacher,,1,108,,,
2106NR1,Hermit Crab,,1,,,,
2106NR1,Unidentified Crab,,2,,,,
2106NR1,Sand Shrimp,,8,,,,
2106NR2,Unidentified Crab,,3,,,,
2106NR2,Sand Shrimp,,38,,,,
2106NR2,Hermit Crab,,2,,,,
2106NR2,Sturgeon Poacher,,1,160,,,
2106NR2,Staghorn Sculpin,,1,318,,,
2106NR2,Staghorn Sculpin,,1,258,,,
2106NR2,Staghorn Sculpin,,1,285,,,
2106NR2,Staghorn Sculpin,,1,261,,,
2106NR2,Pacific Tom Cod,,1,140,,,
2106NR2,Pacific Tom Cod,,1,151,,,
2106NR2,Pacific Tom Cod,,1,125,,,
2106NR2,Pacific Tom Cod,,1,154,,,
2106NR2,Pacific Tom Cod,,1,156,,,
2106NR2,Pacific Tom Cod,,1,168,,,
2106NR2,Pacific Tom Cod,,1,130,,,
2106NR2,Pacific Tom Cod,,1,130,,,
2106NR2,Pacific Tom Cod,,1,240,,,
2106NR2,Pacific Tom Cod,,1,124,,,
2106NR2,Pacific Tom Cod,,1,130,,,
2106NR2,Pacific Tom Cod,,1,145,,,
2106NR2,Pacific Tom Cod,,1,160,,,
2106NR2,Pacific Tom Cod,,1,140,,,
2106NR2,Pacific Tom Cod,,1,143,,,
2106NR2,Pacific Tom Cod,,1,154,,,
2106NR2,Pacific Tom Cod,,1,155,,,
2106NR2,Pacific Tom Cod,,1,137,,,
2106NR2,Pacific Tom Cod,,1,185,,,
2106NR2,Pacific Tom Cod,,1,160,,,
2106NR2,Pacific Tom Cod,,1,140,,,
2106NR2,Pacific Tom Cod,,1,141,,,
2106NR2,Pacific Tom Cod,,1,150,,,
2106NR2,Pacific Tom Cod,,1,150,,,
2106NR2,Pacific Tom Cod,,1,149,,,
2106NR2,Pacific Tom Cod,,1,153,,,
2106NR2,Pacific Tom Cod,,1,125,,,
2106NR2,Pacific Tom Cod,,1,150,,,
2106NR2,Pacific Tom Cod,,1,145,,,
2106NR2,Pacific Tom Cod,,1,151,,,
2106NR2,Pacific Tom Cod,,12,,,,
2106NR2,Starry Flounder,,1,134,,,
2106NR2,Starry Flounder,,1,145,,,
2106NR2,Starry Flounder,,1,209,,,
2106NR2,Starry Flounder,,1,155,,,
2106NR2,Starry Flounder,,1,175,,,
2106NR2,Starry Flounder,,1,210,,,
2106NR2,Starry Flounder,,1,154,,,
2106NR2,Starry Flounder,,1,212,,,
2106NR2,Starry Flounder,,1,180,,,
2106NR2,Starry Flounder,,1,143,,,
2106NR2,Starry Flounder,,1,145,,,
2106NR2,Starry Flounder,,1,147,,,
2106NR2,Starry Flounder,,1,157,,,
2106NR2,Starry Flounder,,1,207,,,
2106NR2,Starry Flounder,,1,178,,,
2106NR2,Starry Flounder,,1,180,,,
2106NR2,Starry Flounder,,1,157,,,
2106NR2,Starry Flounder,,1,183,,,
2106NR2,Starry Flounder,,1,152,,,
2106NR2,Starry Flounder,,1,214,,,
2106NR2,Starry Flounder,,1,221,,,
2106NR2,Starry Flounder,,1,154,,,
2106NR2,Starry Flounder,,1,241,,,
2106NR2,Starry Flounder,,1,139,,,
2106NR2,Starry Flounder,,1,195,,,
2106NR2,Starry Flounder,,1,140,,,
2106NR2,Starry Flounder,,1,225,,,
2106NR2,Starry Flounder,,1,235,,,
2106NR2,Starry Flounder,,1,125,,,
2106NR2,Sand Sole,,1,100,,,
2106NR2,Sand Sole,,1,70,,,
2106NR2,Sand Sole,,1,112,,,
2106NR2,Sand Sole,,1,63,,,
2106NR2,Sand Sole,,1,50,,,
2106NR2,Sand Sole,,1,65,,,
2106NR2,Sand Sole,,1,75,,,
2106NR2,Sand Sole,,1,70,,,
2106NR2,Sand Sole,,1,58,,,
2106NR2,Sand Sole,,1,95,,,
2106NR2,Sand Sole,,1,117,,,
2106NR2,Sand Sole,,1,67,,,
2106NR2,Sand Sole,,1,72,,,
2106NR2,Sand Sole,,1,68,,,
2106NR2,Sand Sole,,1,330,,,
2106NR2,Sand Sole,,1,110,,,
2106NR2,Sand Sole,,1,116,,,
2106NR2,Sand Sole,,1,174,,,
2106NR2,Sand Sole,,1,100,,,
2106NR2,Sand Sole,,1,55,,,
2106NR2,Sand Sole,,1,47,,,
2106NR2,Sand Sole,,1,70,,,
2106NR2,Sand Sole,,1,60,,,
2106NR2,Sand Sole,,1,66,,,
2106NR2,Sand Sole,,1,76,,,
2106NR2,Sand Sole,,1,128,,,
2106NR2,Sand Sole,,1,120,,,
2106NR2,Sand Sole,,1,145,,,
2106NR2,Sand Sole,,1,70,,,
2106NR2,Sand Sole,,1,57,,,
2106NR2,Sand Sole,,32,,,,
2106NR2,Tubenose Poacher,,1,131,,,
2106NR2,Tubenose Poacher,,1,28,,,
2106NR2,White Spotted Greenling,,1,62,,,
2106NR2,White Spotted Greenling,,1,54,,,
2106NR2,White Spotted Greenling,,1,20,,,
2106NR2,White Spotted Greenling,,1,59,,,
2106NR2,White Spotted Greenling,,1,48,,,
2106NR2,White Spotted Greenling,,1,70,,,
2106NR2,Dolly Varden,,1,130,,,
2106NR2,Silver Spotted Sculpin,,1,95,,,
2106NR2,Silver Spotted Sculpin,,1,115,,,
2106NR2,Silver Spotted Sculpin,,1,100,,,
2106NR2,Scalyhead Sculpin,,1,62,,,
2106NR2,Scalyhead Sculpin,,1,72,,,
2106NR2,Crescent Gunnel,,1,145,,,
2106NR2,Crescent Gunnel,,1,170,,,
2106NR3,Sand Shrimp,,13,,,,
2106NR3,Unidentified Sculpin,,1,16,,,
2106NR3,Unidentified Sculpin,,1,,,,
2106NR3,Staghorn Sculpin,,1,290,,,
2106NR3,Staghorn Sculpin,,1,248,,,
2106NR3,Staghorn Sculpin,,1,315,,,
2106NR3,Staghorn Sculpin,,1,308,,,
2106NR3,Staghorn Sculpin,,1,268,,,
2106NR3,Staghorn Sculpin,,1,211,,,
2106NR3,Staghorn Sculpin,,1,331,,,
2106NR3,Staghorn Sculpin,,1,275,,,
2106NR3,Staghorn Sculpin,,1,283,,,
2106NR3,Staghorn Sculpin,,1,220,,,
2106NR3,Staghorn Sculpin,,1,200,,,
2106NR3,Starry Flounder,,1,308,,,
2106NR3,Starry Flounder,,1,156,,,
2106NR3,Starry Flounder,,1,158,,,
2106NR3,Starry Flounder,,1,185,,,
2106NR3,Starry Flounder,,1,155,,,
2106NR3,Starry Flounder,,1,150,,,
2106NR3,Starry Flounder,,1,173,,,
2106NR3,Starry Flounder,,1,244,,,
2106NR3,Starry Flounder,,1,192,,,
2106NR3,Starry Flounder,,1,216,,,
2106NR3,Starry Flounder,,1,133,,,
2106NR3,Starry Flounder,,1,147,,,
2106NR3,Starry Flounder,,1,152,,,
2106NR3,Starry Flounder,,1,132,,,
2106NR3,Starry Flounder,,1,185,,,
2106NR3,Crescent Gunnel,,1,145,,,
2106NR3,Crescent Gunnel,,1,141,,,
2106NR3,Crescent Gunnel,,1,142,,,
2106NR3,Crescent Gunnel,,1,152,,,
2106NR3,Sand Sole,,1,112,,,
2106NR3,Sand Sole,,1,124,,,
2106NR3,Sand Sole,,1,131,,,
2106NR3,Sand Sole,,1,69,,,
2106NR3,Sand Sole,,1,122,,,
2106NR3,Sand Sole,,1,158,,,
2106NR3,Sand Sole,,1,115,,,
2106NR3,Sand Sole,,1,85,,,
2106NR3,Sand Sole,,1,95,,,
2106NR3,Sand Sole,,1,115,,,
2106NR3,Sand Sole,,1,65,,,
2106NR3,Sand Sole,,1,105,,,
2106NR3,Sand Sole,,1,135,,,
2106NR3,Sand Sole,,1,70,,,
2106NR3,Sand Sole,,1,85,,,
2106NR3,Sand Sole,,1,124,,,
2106NR3,Sand Sole,,1,135,,,
2106NR3,Sand Sole,,1,130,,,
2106NR3,Sand Sole,,1,111,,,
2106NR3,Sand Sole,,1,78,,,
2106NR3,White Spotted Greenling,,1,146,,,
2106NR3,White Spotted Greenling,,1,151,,,
2106NR3,White Spotted Greenling,,1,172,,,
2106NR3,Silver Spotted Sculpin,,1,120,,,
2106NR3,Silver Spotted Sculpin,,1,116,,,
2106NR3,Silver Spotted Sculpin,,1,130,,,
2106NR3,Silver Spotted Sculpin,,1,101,,,
2106NR3,Silver Spotted Sculpin,,1,118,,,
2106NR3,Pacific Tom Cod,,1,155,,,
2106NR3,Pacific Tom Cod,,1,160,,,
2106NR3,Pacific Tom Cod,,1,145,,,
2106NR3,Pacific Tom Cod,,1,165,,,
2106NR3,Pacific Tom Cod,,1,155,,,
2106NR3,Pacific Tom Cod,,1,133,,,
2106NR3,Pacific Tom Cod,,1,130,,,
2106NR3,Sturgeon Poacher,,1,165,,,
2106NR3,Snailfish,,1,61,,,
2106NR3,Snake Prickleback,,1,301,,,
2106NR3,Snake Prickleback,,1,266,,,
2106NR3,Snake Prickleback,,1,260,,,
2106AP1,Unidentified Shrimp,,9,,,,
2106AP1,Unidentified Crab,,1,,,,
2106AP1,Pacific Tom Cod,,1,255,1,,
2106AP1,Pacific Tom Cod,,1,247,1,,
2106AP1,Pacific Tom Cod,,1,143,,,
2106AP1,Pacific Tom Cod,,1,153,,,
2106AP1,Pacific Tom Cod,,1,221,,,
2106AP1,Pacific Tom Cod,,1,165,,,
2106AP1,Pacific Tom Cod,,1,149,,,
2106AP1,Pacific Tom Cod,,1,206,,,
2106AP1,Pacific Tom Cod,,1,236,,,
2106AP1,Pacific Tom Cod,,1,220,,,
2106AP1,Pacific Tom Cod,,1,158,,,
2106AP1,Pacific Tom Cod,,1,265,,,
2106AP1,Pacific Tom Cod,,1,164,,,
2106AP1,Pacific Tom Cod,,1,239,,,
2106AP1,Pacific Tom Cod,,1,187,,,
2106AP1,Pacific Tom Cod,,1,230,,,
2106AP1,Pacific Tom Cod,,1,230,,,
2106AP1,Pacific Tom Cod,,1,231,,,
2106AP1,Pacific Tom Cod,,1,239,,,
2106AP1,Pacific Tom Cod,,1,246,,,
2106AP1,Pacific Tom Cod,,1,155,,,
2106AP1,Pacific Tom Cod,,1,169,,,
2106AP1,Pacific Tom Cod,,1,237,,,
2106AP1,Pacific Tom Cod,,1,160,,,
2106AP1,Pacific Tom Cod,,1,256,,,
2106AP1,Pacific Tom Cod,,1,280,,,
2106AP1,Pacific Tom Cod,,1,286,,,
2106AP1,Pacific Tom Cod,,1,150,,,
2106AP1,Pacific Tom Cod,,1,230,,,
2106AP1,Pacific Tom Cod,,1,175,,,
2106AP1,Pacific Tom Cod,,9,,,,
2106AP1,Sand Sole,,1,145,,,
2106AP1,Sand Sole,,1,63,,,
2106AP1,Sand Sole,,1,60,,,
2106AP1,Sand Sole,,1,78,,,
2106AP1,Sand Sole,,1,82,,,
2106AP1,Sand Sole,,1,161,,,
2106AP1,Sand Sole,,1,170,,,
2106AP1,Sand Sole,,1,89,,,
2106AP1,Sand Sole,,1,195,,,
2106AP1,Staghorn Sculpin,,1,210,,,
2106AP1,Staghorn Sculpin,,1,210,,,
2106AP1,Staghorn Sculpin,,1,265,,,
2106AP1,Staghorn Sculpin,,1,247,,,
2106AP1,Staghorn Sculpin,,1,302,,,
2106AP1,Staghorn Sculpin,,1,262,,,
2106AP1,Staghorn Sculpin,,1,238,,,
2106AP1,Pacific Sand Lance,,1,90,,,
2106AP1,Unidentified Sculpin,,1,20,,,Jacob has pics
2106AP1,Unidentified Sculpin,,1,20,,,Jacob has pics
2106AP1,Tubenose Poacher,,1,33,,,
2106AP1,Tubenose Poacher,,1,33,,,
2106AP1,Tubenose Poacher,,1,33,,,
2106AP1,Tubenose Poacher,,1,33,,,
2106AP1,Tubenose Poacher,,1,32,,,
2106AP1,Tubenose Poacher,,1,26,,,
2106AP1,Surf Smelt,,1,141,,,
2106AP1,Surf Smelt,,1,139,,,
2106AP1,Starry Flounder,,1,138,,,
2106AP1,Starry Flounder,,1,106,,,
2106AP2,Unidentified Crab,,1,,,,
2106AP2,Dungeness Crab,,1,115,,,
2106AP2,Dungeness Crab,,1,110,,,
2106AP2,Sand Shrimp,,31,,,,
2106AP2,Pacific Tom Cod,,1,218,,,
2106AP2,Pacific Tom Cod,,1,219,,,
2106AP2,Pacific Tom Cod,,1,279,,,
2106AP2,Pacific Tom Cod,,1,273,,,
2106AP2,Pacific Tom Cod,,1,176,,,
2106AP2,Pacific Tom Cod,,1,252,,,
2106AP2,Pacific Tom Cod,,1,225,,,
2106AP2,Pacific Tom Cod,,1,283,,,
2106AP2,Pacific Tom Cod,,1,263,,,
2106AP2,Pacific Tom Cod,,1,226,,,
2106AP2,Pacific Tom Cod,,1,246,,,
2106AP2,Pacific Tom Cod,,1,265,,,
2106AP2,Pacific Tom Cod,,1,259,,,
2106AP2,Pacific Tom Cod,,1,252,,,
2106AP2,Pacific Tom Cod,,1,257,,,
2106AP2,Pacific Tom Cod,,1,250,,,
2106AP2,Pacific Tom Cod,,1,219,,,
2106AP2,Pacific Tom Cod,,1,240,,,
2106AP2,Pacific Tom Cod,,1,162,,,
2106AP2,Pacific Tom Cod,,1,224,,,
2106AP2,Pacific Tom Cod,,1,250,,,
2106AP2,Pacific Tom Cod,,1,159,,,
2106AP2,Pacific Tom Cod,,1,282,,,
2106AP2,Pacific Tom Cod,,1,252,,,
2106AP2,Pacific Tom Cod,,1,137,,,
2106AP2,Pacific Tom Cod,,1,264,,,
2106AP2,Pacific Tom Cod,,1,246,,,
2106AP2,Pacific Tom Cod,,1,172,,,
2106AP2,Pacific Tom Cod,,1,235,,,
2106AP2,Pacific Tom Cod,,1,240,,,
2106AP2,Pacific Tom Cod,,32,,,,
2106AP2,Sandfish,,1,164,,,
2106AP2,Sandfish,,1,153,,,
2106AP2,Sandfish,,1,151,,,
2106AP2,Sandfish,,1,148,,,
2106AP2,Sand Sole,,1,155,,,
2106AP2,Sand Sole,,1,59,,,
2106AP2,Sand Sole,,1,74,,,
2106AP2,Sand Sole,,1,191,,,
2106AP2,Sand Sole,,1,180,,,
2106AP2,Sand Sole,,1,165,,,
2106AP2,Sand Sole,,1,182,,,
2106AP2,Sand Sole,,1,131,,,
2106AP2,Sand Sole,,1,169,,,
2106AP2,Sand Sole,,1,79,,,
2106AP2,Sand Sole,,1,197,,,
2106AP2,Sand Sole,,1,146,,,
2106AP2,Sand Sole,,1,73,,,
2106AP2,Sand Sole,,1,126,,,
2106AP2,Sand Sole,,1,96,,,
2106AP2,Staghorn Sculpin,,1,325,,,
2106AP2,Staghorn Sculpin,,1,243,,,
2106AP2,Staghorn Sculpin,,1,246,,,
2106AP2,Staghorn Sculpin,,1,156,,,
2106AP2,Staghorn Sculpin,,1,273,,,
2106AP2,Staghorn Sculpin,,1,257,,,
2106AP2,Staghorn Sculpin,,1,340,,,
2106AP2,Staghorn Sculpin,,1,154,,,
2106AP2,Staghorn Sculpin,,1,101,,,
2106AP2,Staghorn Sculpin,,1,150,,,
2106AP2,Tubenose Poacher,,1,26,,,
2106AP2,Unidentified Flatfish,,1,27,,,
2106AP2,Snake Prickleback,,1,224,,,
2106AP2,Shorthorn Sculpin,,1,80,,,
2106AP3,Sand Shrimp,,34,,,,
2106AP3,Dungeness Crab,,1,120,,,
2106AP3,Staghorn Sculpin,,1,270,,,
2106AP3,Staghorn Sculpin,,1,97,,,
2106AP3,Staghorn Sculpin,,1,305,,,
2106AP3,Staghorn Sculpin,,1,122,,,
2106AP3,Staghorn Sculpin,,1,280,,,
2106AP3,Staghorn Sculpin,,1,300,,,
2106AP3,Staghorn Sculpin,,1,178,,,
2106AP3,Staghorn Sculpin,,1,227,,,
2106AP3,Staghorn Sculpin,,1,99,,,
2106AP3,Staghorn Sculpin,,1,185,,,
2106AP3,Sand Sole,,1,165,,,
2106AP3,Sand Sole,,1,245,,,
2106AP3,Sand Sole,,1,247,,,
2106AP3,Sand Sole,,1,77,,,
2106AP3,Sand Sole,,1,205,,,
2106AP3,Sand Sole,,1,179,,,
2106AP3,Sand Sole,,1,102,,,
2106AP3,Sand Sole,,1,177,,,
2106AP3,Sand Sole,,1,176,,,
2106AP3,Sand Sole,,1,75,,,
2106AP3,Sand Sole,,1,87,,,
2106AP3,Sand Sole,,1,96,,,
