SeineID,Common,LifeStage,Count,Length_mm,Deceased,Notes
230620CP2,Unidentified Flatfish,YOY,1,15,,
230620CP2,Unidentified Flatfish,YOY,25,,,
230620CP2,Unidentified Sculpin,YOY,1,15,,
230620CP2,Unidentified Sculpin,YOY,1,12,,
230620CP2,Unidentified Sculpin,YOY,1,14,,
230620CP2,Unidentified Sculpin,YOY,1,16,,
230620CP2,Unidentified Sculpin,YOY,1,16,,
230620CP2,Unidentified Sculpin,YOY,1,12,,
230620CP2,Unidentified Sculpin,YOY,1,17,,
230620CP2,Unidentified Sculpin,YOY,1,15,,
230620CP2,Unidentified Sculpin,YOY,1,12,,
230620CP2,Unidentified Sculpin,YOY,1,14,,
230620CP2,Unidentified Sculpin,YOY,1,15,,
230620CP2,Unidentified Sculpin,YOY,1,15,,
230620CP2,Unidentified Sculpin,YOY,1,17,,
230620CP2,Unidentified Sculpin,YOY,1,18,,
230620CP2,Unidentified Sculpin,YOY,1,14,,
230620CP2,Unidentified Sculpin,YOY,1,13,,
230620CP2,Unidentified Sculpin,YOY,1,15,,
230620CP2,Unidentified Sculpin,YOY,1,19,,
230620CP2,Unidentified Sculpin,YOY,1,15,,
230620CP2,Unidentified Sculpin,YOY,1,17,,
230620CP2,Unidentified Sculpin,YOY,1,17,,
230620CP2,Unidentified Sculpin,YOY,1,11,,
230620CP2,Unidentified Sculpin,YOY,1,14,,
230620CP2,Unidentified Sculpin,YOY,1,14,,
230620CP2,Unidentified Sculpin,YOY,1,15,,
230620CP2,Unidentified Sculpin,YOY,1,13,,
230620CP2,Unidentified Sculpin,YOY,1,11,,
230620CP2,Unidentified Sculpin,YOY,17,,,
230620CP2,Sturgeon Poacher,YOY,1,28,,
230620CP2,Sturgeon Poacher,YOY,1,22,,
230620CP2,Sturgeon Poacher,YOY,1,24,,
230620CP2,Sturgeon Poacher,YOY,1,25,,
230620CP2,Sturgeon Poacher,YOY,1,21,,
230620CP2,Sturgeon Poacher,YOY,1,27,,
230620CP2,Sturgeon Poacher,YOY,1,25,,
230620CP2,Sturgeon Poacher,YOY,1,20,,
230620CP2,Sturgeon Poacher,YOY,1,30,,
230620CP2,Sturgeon Poacher,YOY,1,22,,
230620CP2,Sturgeon Poacher,YOY,1,25,,
230620CP2,Sturgeon Poacher,YOY,1,24,,
230620CP2,Sturgeon Poacher,YOY,1,23,,
230620CP2,Sturgeon Poacher,YOY,1,22,,
230620CP2,Sturgeon Poacher,YOY,1,22,,
230620CP2,Sturgeon Poacher,YOY,1,26,,
230620CP2,Sturgeon Poacher,YOY,1,23,,
230620CP2,Sturgeon Poacher,YOY,1,27,,
230620CP2,Sturgeon Poacher,YOY,1,23,,
230620CP2,Sturgeon Poacher,YOY,1,26,,
230620CP2,Sturgeon Poacher,YOY,1,25,,
230620CP2,Sturgeon Poacher,YOY,1,16,,
230620CP2,Sturgeon Poacher,YOY,1,24,,
230620CP2,Sturgeon Poacher,YOY,1,22,,
230620CP2,Sturgeon Poacher,YOY,1,29,,
230620CP2,Sturgeon Poacher,YOY,1,24,,
230620CP2,Sturgeon Poacher,YOY,1,25,,
230620CP2,Sturgeon Poacher,YOY,1,25,,
230620CP2,Sturgeon Poacher,YOY,1,24,,
230620CP2,Sturgeon Poacher,YOY,1,26,,
230620CP2,Sturgeon Poacher,YOY,18,,,
230620CP2,Pacific Sand Lance,YOY,1,37,,
230620CP2,Pacific Sand Lance,YOY,1,20,,
230620CP2,Pacific Sand Lance,YOY,1,22,,
230620CP2,Staghorn Sculpin,,1,143,,
230620CP2,Crescent Gunnel,,1,127,,
230620CP2,Graceful Decorator Crab,,1,10,,
230620CP2,Graceful Decorator Crab,,1,6,,
230620CP2,Graceful Decorator Crab,,1,5,,
230620CP2,Graceful Decorator Crab,,1,4,,
230620CP2,Hermit Crab,,1,3,,
230620CP2,Helmut Crab,,1,10,,
230620CP2,Helmut Crab,,1,7,,
230620CP2,Helmut Crab,,1,8,,
230620CP2,Helmut Crab,,1,8,,
230620CP2,Helmut Crab,,1,9,,
230620CP3,Dolly Varden,,1,143,,
230620CP3,Dolly Varden,,1,135,,
230620CP3,Dolly Varden,,1,137,,
230620CP3,Dolly Varden,,1,133,,
230620CP3,Dolly Varden,,1,139,,
230620CP3,Dolly Varden,,1,133,,
230620CP3,Dolly Varden,,1,143,,
230620CP3,Dolly Varden,,1,149,,
230620CP3,Dolly Varden,,1,134,,
230620CP3,Dolly Varden,,1,150,,
230620CP3,Dolly Varden,,1,115,,
230620CP3,Dolly Varden,,1,158,,
230620CP3,Dolly Varden,,1,125,,
230620CP3,Dolly Varden,,1,129,,
230620CP3,Sand Shrimp,,1,35,,
230620CP3,Sand Shrimp,,1,43,,
230620CP3,Snailfish,,1,6,,
230620CP3,Surf Smelt,,1,50,,
230620CP3,Pacific Halibut,Juvenile,1,63,,
230620CP3,Pacific Halibut,Juvenile,1,86,,
230620CP3,Rock Sole,,1,93,,
230620CP3,Unidentified Flatfish,YOY,1,24,,
230620CP3,Unidentified Flatfish,YOY,1,17,,
230620CP3,Unidentified Flatfish,YOY,1,19,,
230620CP3,Unidentified Flatfish,YOY,1,21,,
230620CP3,Unidentified Flatfish,YOY,1,27,,
230620CP3,Unidentified Flatfish,YOY,1,27,,
230620CP3,Unidentified Flatfish,YOY,1,17,,
230620CP3,Unidentified Flatfish,YOY,1,20,,
230620CP3,Unidentified Flatfish,YOY,1,20,,
230620CP3,Unidentified Flatfish,YOY,1,13,,
230620CP3,Unidentified Flatfish,YOY,1,20,,
230620CP3,Unidentified Gunnel,YOY,1,25,,
230620CP3,Starry Flounder,,1,183,,
230620CP3,Unidentified Sculpin,YOY,1,15,,
230620CP3,Unidentified Sculpin,YOY,1,16,,
230620CP3,Unidentified Sculpin,YOY,1,17,,
230620CP3,Unidentified Sculpin,YOY,1,20,,
230620CP3,Unidentified Sculpin,YOY,1,23,,
230620CP3,Unidentified Sculpin,YOY,1,22,,
230620CP3,Unidentified Sculpin,YOY,1,20,,
230620CP3,Unidentified Sculpin,YOY,1,12,,
230620CP3,Unidentified Sculpin,YOY,1,15,,
230620CP3,Pacific Halibut,YOY,1,31,,
230620CP3,Pacific Halibut,YOY,1,34,,
230620CP3,Pacific Halibut,YOY,1,28,,
230620CP3,Pacific Halibut,YOY,1,30,,
230620CP3,Pacific Halibut,YOY,1,31,,
230620CP3,Pacific Halibut,YOY,1,30,,
230620CP3,Pacific Halibut,YOY,1,31,,
230620CP3,Pacific Halibut,YOY,1,31,,
230620CP3,Sturgeon Poacher,YOY,1,22,,
230620CP3,Sturgeon Poacher,YOY,1,26,,
230720CP1,Dolly Varden,Adult,1,480,,
230720CP1,Dolly Varden,,1,156,,
230720CP1,Dolly Varden,,1,174,,
230720CP1,Dolly Varden,,1,135,,
230720CP1,Dolly Varden,,1,147,,
230720CP1,Dolly Varden,,1,134,,
230720CP1,Pacific Herring,YOY,1,34,,
230720CP1,Sockeye Salmon,Juvenile,1,103,,Could be Chum
230720CP1,Sockeye Salmon,Juvenile,1,101,,Could be Chum
230720CP1,Pink Salmon,Juvenile,1,86,,
230720CP1,Snake Prickleback,,1,77,,
230720CP2,Great Sculpin,,1,28,,
230720CP2,Graceful Decorator Crab,,1,7,,
230720CP2,Dolly Varden,,1,210,,
230720CP2,Sand Shrimp,,1,49,,
230720CP2,Sand Shrimp,,1,53,,
230720CP2,Snake Prickleback,,1,72,,
230720CP2,Snake Prickleback,,1,72,,
230720CP2,Snake Prickleback,,1,73,,
230720CP2,Snake Prickleback,,1,70,,
230720CP2,Snake Prickleback,,1,74,,
230720CP2,Snake Prickleback,,1,76,,
230720CP2,Pacific Halibut,YOY,1,45,,
230720CP2,Pacific Halibut,YOY,1,30,,
230720CP2,Great Sculpin,,1,38,,
230720CP2,Unidentified Flatfish,YOY,1,28,,
230720CP2,Rock Sole,,1,112,,
230720CP2,Rock Sole,,1,95,,
230720CP2,Pacific Halibut,YOY,1,55,,
230720CP3,Dolly Varden,,1,192,,
230720CP3,Dolly Varden,,1,193,,
230720CP3,Dolly Varden,,1,193,,
230720CP3,Dolly Varden,,1,165,,
230720CP3,Dolly Varden,,1,176,,
230720CP3,Dolly Varden,,1,145,,
230720CP3,Snake Prickleback,,1,67,,
230720CP3,Snake Prickleback,,1,68,,
230720CP3,Snake Prickleback,,1,75,,
230720CP3,Snake Prickleback,,1,65,,
230720CP3,Snake Prickleback,,1,79,,
230720CP3,Snake Prickleback,,1,77,,
230720CP3,Snake Prickleback,,1,75,,
230720CP3,Snake Prickleback,,1,72,,
230720CP3,Snake Prickleback,,1,70,,
230720CP3,Snake Prickleback,,1,77,,
230720CP3,Snake Prickleback,,1,65,,
230720CP3,Snake Prickleback,,1,76,,
230720CP3,Snake Prickleback,,1,74,,
230720CP3,Snake Prickleback,,1,70,,
230720CP3,Snake Prickleback,,1,73,,
230720CP3,Snake Prickleback,,1,69,,
230720CP3,Snake Prickleback,,1,74,,
230720CP3,Snake Prickleback,,1,80,,
230720CP3,Snake Prickleback,,1,67,,
230720CP3,Snake Prickleback,,1,71,,
230720CP3,Snake Prickleback,,1,70,,
230720CP3,Snake Prickleback,,1,70,,
230720CP3,Snake Prickleback,,1,65,,
230720CP3,Snake Prickleback,,1,76,,
230720CP3,Snake Prickleback,,1,70,,
230720CP3,Snake Prickleback,,1,80,,
230720CP3,Snake Prickleback,,1,74,,
230720CP3,Snake Prickleback,,1,65,,
230720CP3,Snake Prickleback,,1,91,,
230720CP3,Snake Prickleback,,1,73,,
230720CP3,Snake Prickleback,,81,,,
230720CP3,Rock Sole,,1,110,,
230720CP3,Rock Sole,,1,95,,
230720CP3,Rock Sole,,1,100,,
230720CP3,Rock Sole,,1,85,,
230720CP3,Rock Sole,,1,76,,
230720CP3,Rock Sole,,1,95,,
230720CP3,Surf Smelt,,1,125,,
230720CP3,Pacific Halibut,YOY,1,45,,
230720CP3,Pacific Halibut,YOY,1,31,,
230720CP3,Pacific Halibut,YOY,1,41,,
230720CP3,Pacific Halibut,YOY,1,44,,
230720CP3,Pacific Halibut,YOY,1,43,,
230720CP3,Pacific Halibut,YOY,1,52,,
230720CP3,Pacific Halibut,YOY,1,41,,
230720CP3,Pacific Halibut,YOY,1,54,,
230720CP3,Pacific Halibut,YOY,1,40,,
230720CP3,Pacific Halibut,YOY,1,42,,
230720CP3,Pacific Halibut,YOY,1,35,,
230720CP3,Pacific Halibut,YOY,1,33,,
230720CP3,Pacific Halibut,YOY,1,49,,
230720CP3,Pacific Halibut,YOY,1,34,,
230720CP3,Pacific Halibut,YOY,1,38,,
230720CP3,Pacific Halibut,YOY,1,69,,
230720CP3,Pacific Halibut,YOY,1,39,,
230720CP3,Pacific Halibut,YOY,1,43,,
230720CP3,Pacific Halibut,YOY,1,32,,
230720CP3,Pacific Halibut,YOY,1,27,,
230720CP3,Pacific Halibut,YOY,1,31,,
230720CP3,Sand Shrimp,,1,82,,
230720CP3,Sand Shrimp,,1,69,,
230720CP3,Sand Shrimp,,1,50,,
230720CP3,Sand Shrimp,,1,42,,
230720CP3,Sand Shrimp,,1,81,,
230720CP3,Sand Shrimp,,1,41,,
230720CP3,Sand Shrimp,,1,40,,
230720CP3,Sand Shrimp,,1,46,,
230720CP3,Sand Shrimp,,1,35,,
230720CP3,Sand Shrimp,,1,40,,
230720CP3,Pacific Sand Lance,,1,114,,
230720CP3,Pacific Sand Lance,,1,115,,
230720CP3,Pacific Sand Lance,,1,63,,
230720CP3,Pacific Sand Lance,,1,119,,
230720CP3,Pacific Sand Lance,,1,120,,
230720CP3,Pacific Sand Lance,,1,87,,
230720CP3,Pacific Sand Lance,,1,100,,
230720CP3,Pacific Sand Lance,,1,109,,
230720CP3,Pacific Sand Lance,,1,112,,
230720CP3,Pacific Sand Lance,,1,100,,
230720CP3,Pacific Sand Lance,,1,52,,
230720CP3,Pacific Sand Lance,,1,50,,
230720CP3,Pacific Sand Lance,,1,118,,
230720CP3,Pacific Sand Lance,,1,96,,
230720CP3,Pacific Sand Lance,,1,105,,
230720CP3,Pacific Sand Lance,,1,103,,
230720CP3,Pacific Sand Lance,,1,115,,
230720CP3,Pacific Sand Lance,,1,48,,
230720CP3,Pacific Sand Lance,,1,102,,
230720CP3,Pacific Sand Lance,,1,104,,
230720CP3,Pacific Sand Lance,,1,46,,
230720CP3,Pacific Sand Lance,,1,49,,
230720CP3,Pacific Sand Lance,,1,112,,
230720CP3,Pacific Sand Lance,,1,45,,
230720CP3,Pacific Sand Lance,,1,131,,
230720CP3,Pacific Sand Lance,,1,104,,
230720CP3,Pacific Sand Lance,,1,107,,
230720CP3,Pacific Sand Lance,,1,105,,
230720CP3,Pacific Sand Lance,,1,56,,
230720CP3,Pacific Sand Lance,,1,56,,
230720CP3,Pacific Sand Lance,,10,,,
230720CP3,Pacific Herring,YOY,1,70,,
230720CP3,Pacific Herring,YOY,1,37,,
230720CP3,Pacific Herring,YOY,1,35,,
230720CP3,Pacific Herring,YOY,1,32,,
230720CP3,Pacific Herring,YOY,1,24,,
230720CP3,Pacific Herring,YOY,1,25,,
230720CP3,Pacific Herring,YOY,1,25,,
230720CP3,Pacific Herring,YOY,1,21,,
230720CP3,Pacific Herring,YOY,1,34,,
230720CP3,Pacific Herring,YOY,1,31,,
230720CP3,Pacific Herring,YOY,1,30,,
230720CP3,Pacific Herring,YOY,1,35,,
230720CP3,Pacific Herring,YOY,1,34,,
230720CP3,Pacific Herring,YOY,1,33,,
230720CP3,Pacific Herring,YOY,1,32,,
230720CP3,Pacific Herring,YOY,1,23,,
230720CP3,Pacific Herring,YOY,1,31,,
230720CP3,Pacific Herring,YOY,1,34,,
230720CP3,Pacific Herring,YOY,1,25,,
230720CP3,Pacific Herring,YOY,1,27,,
230720CP3,Pacific Herring,YOY,1,30,,
230720CP3,Pacific Herring,YOY,1,31,,
230720CP3,Pacific Herring,YOY,1,30,,
230720CP3,Pacific Herring,YOY,1,30,,
230720CP3,Pacific Herring,YOY,1,32,,
230720CP3,Pacific Herring,YOY,1,37,,
230720CP3,Pacific Herring,YOY,1,28,,
230720CP3,Pacific Herring,YOY,1,34,,
230720CP3,Pacific Herring,YOY,1,34,,
230720CP3,Pacific Herring,YOY,1,30,,
230720CP3,Pacific Herring,YOY,669,,,
230720CP3,Pacific Halibut,YOY,1,31,,
230720CP3,Pacific Halibut,YOY,1,17,,
230720CP3,Great Sculpin,,1,29,,
230720CP3,Great Sculpin,,1,30,,
230720CP3,Great Sculpin,,1,32,,
230720CP3,Great Sculpin,,1,30,,
230720CP3,Great Sculpin,,1,26,,
230720CP3,Great Sculpin,,1,103,,
230720CP3,Sturgeon Poacher,,1,40,,
230720CP3,Sturgeon Poacher,,1,37,,
230720CP3,Sturgeon Poacher,,1,36,,
230720CP3,Sturgeon Poacher,,1,35,,
230720CP3,Sturgeon Poacher,,1,23,,
230720CP3,Sturgeon Poacher,,1,27,,
230720CP3,Sturgeon Poacher,,1,32,,
230720CP3,Unidentified Flatfish,YOY,1,17,,
230720CP3,Unidentified Flatfish,YOY,1,25,,
230720CP3,Unidentified Flatfish,YOY,1,25,,
230720CP3,Unidentified Flatfish,YOY,1,20,,
230720CP3,Unidentified Flatfish,YOY,1,31,,
230720CP3,Unidentified Flatfish,YOY,1,35,,
230720CP3,Unidentified Flatfish,YOY,1,34,,
230720CP3,Unidentified Flatfish,YOY,1,30,,
230720CP3,Unidentified Flatfish,YOY,1,26,,
230720CP3,Unidentified Flatfish,YOY,1,42,,
230720CP3,Armorhead Sculpin,,1,28,,
230720CP3,Armorhead Sculpin,,1,22,,
230720CP3,Armorhead Sculpin,,1,31,,
230720CP3,Unidentified Sculpin,YOY,6,,,
230720CP3,Snailfish,,1,24,,
230720CP4,Sockeye Salmon,Adult,1,370,,
230720CP4,Dolly Varden,Adult,1,243,,
230720CP4,Dolly Varden,Adult,1,280,,
230720CP4,Staghorn Sculpin,,1,248,,
230720CP4,Sand Sole,,1,114,,
230720CP4,Sand Sole,,1,119,,
230720CP4,Rock Sole,,1,106,,
230720CP4,Rock Sole,,1,92,,
230720CP4,Rock Sole,,1,100,,
230720CP4,Rock Sole,,1,101,,
230720CP4,Rock Sole,,1,94,,
230720CP4,Rock Sole,,1,103,,
230720CP4,Rock Sole,,1,94,,
230720CP4,Rock Sole,,1,104,,
230720CP4,Rock Sole,,1,95,,
230720CP4,Rock Sole,,1,105,,
230720CP4,Rock Sole,,1,96,,
230720CP4,Rock Sole,,1,116,,
230720CP4,Snake Prickleback,,1,66,,
230720CP4,Snake Prickleback,,1,65,,
230720CP4,Snake Prickleback,,1,75,,
230720CP4,Snake Prickleback,,1,70,,
230720CP4,Pacific Herring,YOY,1,34,,
230720CP4,Pacific Herring,YOY,1,29,,
230720CP4,Pacific Herring,YOY,1,28,,
230720CP4,Pacific Herring,YOY,1,25,,
230720CP4,Pacific Herring,YOY,1,30,,
230720CP4,Pacific Herring,YOY,1,32,,
230720CP4,Pacific Herring,YOY,1,30,,
230720CP4,Pacific Herring,YOY,1,31,,
230720CP4,Pacific Herring,YOY,1,29,,
230720CP4,Pacific Herring,YOY,1,32,,
230720CP4,Pacific Herring,YOY,1,29,,
230720CP4,Pacific Herring,YOY,1,34,,
230720CP4,Pacific Herring,YOY,1,31,,
230720CP4,Pacific Herring,YOY,1,28,,
230720CP4,Pacific Herring,YOY,1,30,,
230720CP4,Pacific Herring,YOY,1,27,,
230720CP4,Pacific Herring,YOY,1,31,,
230720CP4,Pacific Herring,YOY,1,30,,
230720CP4,Pacific Herring,YOY,1,30,,
230720CP4,Pacific Herring,YOY,1,20,,
230720CP4,Pacific Herring,YOY,1,30,,
230720CP4,Pacific Herring,YOY,1,30,,
230720CP4,Pacific Herring,YOY,1,32,,
230720CP4,Pacific Herring,YOY,1,36,,
230720CP4,Pacific Herring,YOY,1,25,,
230720CP4,Pacific Herring,YOY,1,30,,
230720CP4,Pacific Herring,YOY,1,32,,
230720CP4,Pacific Herring,YOY,1,27,,
230720CP4,Pacific Herring,YOY,1,27,,
230720CP4,Pacific Herring,YOY,1,22,,
230720CP4,Pacific Herring,YOY,120,,,
230720CP4,Unidentified Flatfish,,1,26,,
230720CP4,Unidentified Flatfish,,1,29,,
230720CP4,Unidentified Flatfish,,1,25,,
230720CP4,Unidentified Flatfish,,1,9,,
230720CP4,Unidentified Flatfish,,1,26,,
230720CP4,Unidentified Flatfish,,1,29,,
230720CP4,Unidentified Flatfish,,1,15,,
230720CP4,Unidentified Flatfish,,1,25,,
230720CP4,Unidentified Flatfish,,1,29,,
230720CP4,Sturgeon Poacher,,1,36,,
230720CP4,Sturgeon Poacher,,1,37,,
230720CP4,Sturgeon Poacher,,1,37,,
230720CP4,Sturgeon Poacher,,1,30,,
230720CP4,Sturgeon Poacher,,1,25,,
230720CP4,Sturgeon Poacher,,1,30,,
230720CP4,Sturgeon Poacher,,1,30,,
230720CP4,Sturgeon Poacher,,1,35,,
230720CP4,Sturgeon Poacher,,1,37,,
230720CP4,Sturgeon Poacher,,1,40,,
230720CP4,Sturgeon Poacher,,1,37,,
230720CP4,Sturgeon Poacher,,1,23,,
230720CP4,Sturgeon Poacher,,1,31,,
230720CP4,Sturgeon Poacher,,1,42,,
230720CP4,Sturgeon Poacher,,1,32,,
230720CP4,Sturgeon Poacher,,1,30,,
230720CP4,Sturgeon Poacher,,1,41,,
230720CP4,Sturgeon Poacher,,1,32,,
230720CP4,Sturgeon Poacher,,1,39,,
230720CP4,Sturgeon Poacher,,1,32,,
230720CP4,Sturgeon Poacher,,1,36,,
230720CP4,Sturgeon Poacher,,1,32,,
230720CP4,Sturgeon Poacher,,1,41,,
230720CP4,Sturgeon Poacher,,1,36,,
230720CP4,Sturgeon Poacher,,1,37,,
230720CP4,Sturgeon Poacher,,1,34,,
230720CP4,Sturgeon Poacher,,1,23,,
