SeineID,Site,Replicate,Date,Time,Latitude,Longitude,Tide1,Tide2,Reach_m,Depth_m,Method,Habitat,Notes
2107NR1,Ninilchik,1,7/14/21,11:15,60.054336,-151.670512,Ebb,Low,50,1,beach seine,Sand/Gravel,Just N of large boulder
2107NR2,Ninilchik,2,7/14/21,12:25,60.055854,-151.671192,Ebb,Low,60,1.2,beach seine,Sand/Gravel,
2107NR3,Ninilchik,3,7/14/21,13:14,60.056787,-151.670486,Slack,Low,45,1.5,beach seine,Sand/Gravel,
2107AP1,Anchor Point,1,7/15/21,11:30,59.769477,-151.871393,Ebb,Low,35,1.5,beach seine,Sand/Gravel,
2107AP2,Anchor Point,2,7/15/21,12:13,59.768743,-151.871505,Ebb,Low,40,1.5,beach seine,Sand/Gravel,
2107AP3,Anchor Point,3,7/15/21,12:55,59.767876,-151.871277,Slack,Low,60,0.8,beach seine,Sand/Gravel,
2108PB1,Plumb Bluff,1,8/9/21,9:20,59.91248,-151.76138,Ebb,Low,40,1.2,beach seine,Sand/Gravel,
2108PB2,Plumb Bluff,2,8/9/21,10:02,59.91444,-151.76044,Ebb,Low,65,1.5,beach seine,Sand/Gravel,
2108PB3,Plumb Bluff,3,8/9/21,11:12,59.91614,-151.75836,Flood,Low,65,1.5,beach seine,Sand/Gravel,
2108NR1,Ninilchik,1,8/11/21,10:30,60.05426,-151.67136,Ebb,Low,50,1.1,beach seine,Sand/Gravel,
2108NR2,Ninilchik,2,8/11/21,11:45,60.05635,-151.67194,Slack,Low,30,1.5,beach seine,Sand/Gravel,
2108NR3,Ninilchik,3,8/11/21,13:05,60.05727,-151.66937,Flood,Low,30,1.4,beach seine,Sand/Gravel,Kept some shrimp for PSP analysis
2108AP1,Anchor Point,1,8/12/21,10:20,59.76677,-151.86861,Ebb,Low,25,1.3,beach seine,Sand/Gravel,
2108AP2,Anchor Point,2,8/12/21,10:50,59.76735,-151.87105,Slack,Low,60,1,beach seine,Sand/Gravel,
2108AP3,Anchor Point,3,8/12/21,11:45,59.76903,-151.87209,Slack,Low,60,0.9,beach seine,Sand/Gravel,
2108AP4,Anchor Point,4,8/12/21,12:15,59.7703,-151.87297,Slack,Low,35,1.4,beach seine,Sand/Gravel,Waves
2109PB1,Plumb Bluff,1,9/7/21,9:10,59.91623,-151.75902,Ebb,Low,65,1.3,beach seine,Sand/Gravel,Lots of amphipods and minimal kelp
2109PB2,Plumb Bluff,2,9/7/21,10:40,59.91715,-151.75774,Slack,Low,40,1.3,beach seine,Sand/Gravel,
2109PB3,Plumb Bluff,3,9/7/21,11:40,59.91541,-151.75961,Flood,Low,40,1.2,beach seine,Sand/Gravel,
2109NR1,Ninilchik,1,9/8/21,10:05,60.05757,-151.66968,Ebb,Low,35,1.4,beach seine,Sand/Gravel,
2109NR2,Ninilchik,2,9/8/21,11:20,60.05577,-151.66978,Slack,Low,35,1.5,beach seine,Sand/Gravel,
2109NR3,Ninilchik,3,9/8/21,12:15,60.05532,-151.67213,Flood,Low,65,1.3,beach seine,Sand/Gravel,
2109AP1,Anchor Point,1,9/9/21,9:45,59.76953,-151.87015,Ebb,Low,30,1.2,beach seine,Sand/Gravel,Wavy
2109AP2,Anchor Point,2,9/9/21,10:30,59.76395,-151.87183,Slack,Low,40,1.6,beach seine,Sand/Gravel,
2109AP3,Anchor Point,3,9/9/21,11:00,59.76017,-151.86311,Flood,Low,50,1.5,beach seine,Sand/Gravel,
