Date,Location,Latitude,Longitude,Collection Method,Species,Life Stage,Size_mm,Number,Disposition,Comments
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,145,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,160,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,200,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,36,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,139,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,124,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,101,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,118,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,100,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,127,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,110,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,46,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,132,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,45,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,141,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,105,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,95,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,114,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,43,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,96,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,100,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,50,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Sole,Juvenile/Adult,43,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,232,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,117,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,242,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,220,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,206,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,223,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,211,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,170,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,202,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,284,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,196,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,236,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Staghorn Sculpin,Juvenile/Adult,103,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Shrimp,Juvenile/Adult,,10,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Shrimp,Juvenile/Adult,102,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sand Shrimp,Juvenile/Adult,89,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Pacific Tom Cod,Juvenile/Adult,175,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Pacific Tom Cod,Juvenile/Adult,164,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Pacific Tom Cod,Juvenile/Adult,140,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Pacific Tom Cod,Juvenile/Adult,157,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Pacific Tom Cod,Juvenile/Adult,135,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Pacific Tom Cod,Juvenile/Adult,120,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Pacific Tom Cod,Juvenile/Adult,128,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,56,7,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,59,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,45,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,48,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,55,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,56,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,52,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,48,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,56,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,50,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,53,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,52,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,48,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,55,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,50,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,51,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,52,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,47,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,44,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,48,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,56,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Surf Smelt,Juvenile,53,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Rock Sole,Juvenile/Adult,50,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Rock Sole,Juvenile/Adult,61,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sturgeon Poacher,Juvenile/Adult,151,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Sturgeon Poacher,Juvenile/Adult,143,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,White Spotted Greenling,Juvenile/Adult,262,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,White Spotted Greenling,Juvenile/Adult,243,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Capelin,Juvenile,39,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Capelin,Juvenile,43,1,released live,
5/28/21,Ninilchik,60.05058,-151.68237,beach seine,Snake Prickleback,Juvenile/Adult,240,1,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Staghorn Sculpin,Juvenile/Adult,235,1,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Sand Sole,Juvenile/Adult,66,1,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Sand Sole,Juvenile/Adult,82,1,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Sand Sole,Juvenile/Adult,65,1,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Sand Sole,Juvenile/Adult,76,1,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Sand Sole,Juvenile/Adult,49,1,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Dolly Varden,Juvenile,119,1,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Sturgeon Poacher,Juvenile/Adult,108,1,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Hermit Crab,Juvenile/Adult,,1,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Unidentified Crab,Juvenile/Adult,,2,released live,
6/9/21,Ninilchik,60.05198,-151.67334,beach seine,Sand Shrimp,Juvenile/Adult,,8,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Unidentified Crab,Juvenile/Adult,,3,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Sand Shrimp,Juvenile/Adult,,38,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Hermit Crab,Juvenile/Adult,,2,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Sturgeon Poacher,Juvenile/Adult,160,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Staghorn Sculpin,Juvenile/Adult,318,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Staghorn Sculpin,Juvenile/Adult,258,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Staghorn Sculpin,Juvenile/Adult,285,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Staghorn Sculpin,Juvenile/Adult,261,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,140,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,151,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,125,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,154,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,156,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,168,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,130,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,130,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,240,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,124,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,130,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,145,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,160,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,140,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,143,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,154,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,155,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,137,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,185,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,160,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,140,1,released live,
6/9/21,Ninilchik,60.05308,-151.67334,beach seine,Pacific Tom Cod,Juvenile/Adult,141,1,released live,
