EventID,SeineID,SpeciesName,LifeStage,Unmeasured,Length,LengthType,Comments
5,2105NR2,Sand Shrimp,,0,49,Rostrom-Tail,
5,2105NR2,Sand Shrimp,,0,72,Rostrom-Tail,
5,2105NR2,Sand Shrimp,,0,42,Rostrom-Tail,
5,2105NR2,Sand Shrimp,,0,79,Rostrom-Tail,
5,2105NR2,Sand Shrimp,,0,80,Rostrom-Tail,
5,2105NR2,Sand Shrimp,,0,70,Rostrom-Tail,
5,2105NR2,Sand Shrimp,,19,,Rostrom-Tail,
5,2105NR2,Rock Sole,,0,59,TL,
5,2105NR2,Rock Sole,,0,74,TL,
5,2105NR2,Pacific Tom Cod,,0,121,FL,
5,2105NR2,Pacific Tom Cod,,0,79,FL,
5,2105NR2,Pacific Tom Cod,,0,135,FL,
5,2105NR2,Pacific Tom Cod,,0,156,FL,
5,2105NR2,Pacific Tom Cod,,0,135,FL,
5,2105NR2,Pacific Tom Cod,,0,110,FL,
5,2105NR2,Surf Smelt,,0,167,FL,
5,2105NR2,Surf Smelt,YOY,0,49,FL,
5,2105NR2,Surf Smelt,YOY,0,52,FL,
5,2105NR2,Surf Smelt,YOY,0,57,FL,
5,2105NR2,Surf Smelt,YOY,0,51,FL,
5,2105NR2,Surf Smelt,YOY,0,49,FL,
5,2105NR2,Surf Smelt,YOY,0,53,FL,
5,2105NR2,Surf Smelt,YOY,0,50,FL,
5,2105NR2,Surf Smelt,YOY,0,44,FL,
5,2105NR2,Longfin Smelt,,0,94,FL,
5,2105NR2,Pacific Sand Lance,,0,71,TL,
5,2105NR2,Pacific Sand Lance,,0,73,TL,
5,2105NR2,Graceful Decorator Crab,,5,,Carapace,
6,2105NR3,Starry Flounder,,0,175,TL,
6,2105NR3,Starry Flounder,,0,129,TL,
6,2105NR3,Starry Flounder,,0,93,TL,
6,2105NR3,Sand Sole,,0,205,TL,
6,2105NR3,Sand Sole,,0,240,TL,
6,2105NR3,Sand Sole,,0,156,TL,
6,2105NR3,Sand Sole,,0,243,TL,
6,2105NR3,Sand Sole,,0,145,TL,
6,2105NR3,Sand Sole,,0,160,TL,
6,2105NR3,Sand Sole,,0,200,TL,
6,2105NR3,Sand Sole,,0,36,TL,
6,2105NR3,Sand Sole,,0,139,TL,
6,2105NR3,Sand Sole,,0,124,TL,
6,2105NR3,Sand Sole,,0,101,TL,
6,2105NR3,Sand Sole,,0,118,TL,
6,2105NR3,Sand Sole,,0,100,TL,
6,2105NR3,Sand Sole,,0,127,TL,
6,2105NR3,Sand Sole,,0,110,TL,
6,2105NR3,Sand Sole,,0,46,TL,
6,2105NR3,Sand Sole,,0,132,TL,
6,2105NR3,Sand Sole,,0,45,TL,
6,2105NR3,Sand Sole,,0,141,TL,
6,2105NR3,Sand Sole,,0,105,TL,
6,2105NR3,Sand Sole,,0,95,TL,
6,2105NR3,Sand Sole,,0,114,TL,
6,2105NR3,Sand Sole,,0,43,TL,
6,2105NR3,Sand Sole,,0,96,TL,
6,2105NR3,Sand Sole,,0,100,TL,
6,2105NR3,Sand Sole,,0,50,TL,
6,2105NR3,Sand Sole,,0,43,TL,
6,2105NR3,Staghorn Sculpin,,0,232,FL,
6,2105NR3,Staghorn Sculpin,,0,117,FL,
6,2105NR3,Staghorn Sculpin,,0,242,FL,
6,2105NR3,Staghorn Sculpin,,0,220,FL,
6,2105NR3,Staghorn Sculpin,,0,206,FL,
6,2105NR3,Staghorn Sculpin,,0,223,FL,
6,2105NR3,Staghorn Sculpin,,0,211,FL,
6,2105NR3,Staghorn Sculpin,,0,170,FL,
6,2105NR3,Staghorn Sculpin,,0,202,FL,
6,2105NR3,Staghorn Sculpin,,0,284,FL,
6,2105NR3,Staghorn Sculpin,,0,196,FL,
6,2105NR3,Staghorn Sculpin,,0,236,FL,
6,2105NR3,Staghorn Sculpin,,0,103,FL,
6,2105NR3,Sand Shrimp,,10,,Rostrom-Tail,
6,2105NR3,Sand Shrimp,,0,102,Rostrom-Tail,
6,2105NR3,Sand Shrimp,,0,89,Rostrom-Tail,
6,2105NR3,Pacific Tom Cod,,0,175,FL,
6,2105NR3,Pacific Tom Cod,,0,164,FL,
6,2105NR3,Pacific Tom Cod,,0,140,FL,
6,2105NR3,Pacific Tom Cod,,0,157,FL,
6,2105NR3,Pacific Tom Cod,,0,135,FL,
6,2105NR3,Pacific Tom Cod,,0,120,FL,
6,2105NR3,Pacific Tom Cod,,0,128,FL,
6,2105NR3,Surf Smelt,YOY,7,56,FL,
6,2105NR3,Surf Smelt,YOY,0,59,FL,
6,2105NR3,Surf Smelt,YOY,0,45,FL,
6,2105NR3,Surf Smelt,YOY,0,48,FL,
6,2105NR3,Surf Smelt,YOY,0,55,FL,
6,2105NR3,Surf Smelt,YOY,0,56,FL,
6,2105NR3,Surf Smelt,YOY,0,52,FL,
6,2105NR3,Surf Smelt,YOY,0,48,FL,
6,2105NR3,Surf Smelt,YOY,0,56,FL,
6,2105NR3,Surf Smelt,YOY,0,50,FL,
6,2105NR3,Surf Smelt,YOY,0,53,FL,
6,2105NR3,Surf Smelt,YOY,0,52,FL,
6,2105NR3,Surf Smelt,YOY,0,48,FL,
6,2105NR3,Surf Smelt,YOY,0,55,FL,
6,2105NR3,Surf Smelt,YOY,0,50,FL,
6,2105NR3,Surf Smelt,YOY,0,51,FL,
6,2105NR3,Surf Smelt,YOY,0,52,FL,
6,2105NR3,Surf Smelt,YOY,0,47,FL,
6,2105NR3,Surf Smelt,YOY,0,44,FL,
6,2105NR3,Surf Smelt,YOY,0,48,FL,
6,2105NR3,Surf Smelt,YOY,0,56,FL,
6,2105NR3,Surf Smelt,YOY,0,53,FL,
6,2105NR3,Surf Smelt,YOY,0,44,FL,
6,2105NR3,Surf Smelt,YOY,0,48,FL,
6,2105NR3,Surf Smelt,YOY,0,47,FL,
6,2105NR3,Surf Smelt,YOY,0,45,FL,
6,2105NR3,Surf Smelt,YOY,0,49,FL,
6,2105NR3,Surf Smelt,YOY,0,59,FL,
6,2105NR3,Surf Smelt,YOY,0,49,FL,
6,2105NR3,Surf Smelt,YOY,0,42,FL,
6,2105NR3,Rock Sole,,0,50,TL,
6,2105NR3,Rock Sole,,0,61,TL,
6,2105NR3,Sturgeon Poacher,,0,151,TL,
6,2105NR3,Sturgeon Poacher,,0,143,TL,
6,2105NR3,White Spotted Greenling,,0,262,FL,
6,2105NR3,White Spotted Greenling,,0,243,FL,
6,2105NR3,Capelin,YOY,0,39,FL,
6,2105NR3,Capelin,YOY,0,43,FL,
6,2105NR3,Capelin,YOY,0,45,FL,
6,2105NR3,Capelin,YOY,0,43,FL,
6,2105NR3,Capelin,YOY,0,45,FL,
6,2105NR3,Snake Prickleback,,0,240,TL,
7,2106NR1,Staghorn Sculpin,,0,235,FL,
7,2106NR1,Sand Sole,,0,66,TL,
7,2106NR1,Sand Sole,,0,82,TL,
7,2106NR1,Sand Sole,,0,65,TL,
7,2106NR1,Sand Sole,,0,76,TL,
7,2106NR1,Sand Sole,,0,49,TL,
7,2106NR1,Dolly Varden,Juvenile,0,119,FL,
7,2106NR1,Sturgeon Poacher,,0,108,TL,
7,2106NR1,Hermit Crab,,0,,Carapace,
7,2106NR1,Unidentified Crab,,2,,,
7,2106NR1,Sand Shrimp,,8,,Rostrom-Tail,
8,2106NR2,Unidentified Crab,,3,,,
8,2106NR2,Sand Shrimp,,38,,Rostrom-Tail,
8,2106NR2,Hermit Crab,,2,,Carapace,
8,2106NR2,Sturgeon Poacher,,0,160,TL,
8,2106NR2,Staghorn Sculpin,,0,318,FL,
8,2106NR2,Staghorn Sculpin,,0,258,FL,
8,2106NR2,Staghorn Sculpin,,0,285,FL,
8,2106NR2,Staghorn Sculpin,,0,261,FL,
8,2106NR2,Pacific Tom Cod,,0,140,FL,
8,2106NR2,Pacific Tom Cod,,0,151,FL,
8,2106NR2,Pacific Tom Cod,,0,125,FL,
8,2106NR2,Pacific Tom Cod,,0,154,FL,
8,2106NR2,Pacific Tom Cod,,0,156,FL,
8,2106NR2,Pacific Tom Cod,,0,168,FL,
8,2106NR2,Pacific Tom Cod,,0,130,FL,
8,2106NR2,Pacific Tom Cod,,0,130,FL,
8,2106NR2,Pacific Tom Cod,,0,240,FL,
8,2106NR2,Pacific Tom Cod,,0,124,FL,
8,2106NR2,Pacific Tom Cod,,0,130,FL,
8,2106NR2,Pacific Tom Cod,,0,145,FL,
8,2106NR2,Pacific Tom Cod,,0,160,FL,
8,2106NR2,Pacific Tom Cod,,0,140,FL,
8,2106NR2,Pacific Tom Cod,,0,143,FL,
8,2106NR2,Pacific Tom Cod,,0,154,FL,
8,2106NR2,Pacific Tom Cod,,0,155,FL,
8,2106NR2,Pacific Tom Cod,,0,137,FL,
8,2106NR2,Pacific Tom Cod,,0,185,FL,
8,2106NR2,Pacific Tom Cod,,0,160,FL,
8,2106NR2,Pacific Tom Cod,,0,140,FL,
8,2106NR2,Pacific Tom Cod,,0,141,FL,
8,2106NR2,Pacific Tom Cod,,0,150,FL,
8,2106NR2,Pacific Tom Cod,,0,150,FL,
8,2106NR2,Pacific Tom Cod,,0,149,FL,
8,2106NR2,Pacific Tom Cod,,0,153,FL,
8,2106NR2,Pacific Tom Cod,,0,125,FL,
8,2106NR2,Pacific Tom Cod,,0,150,FL,
8,2106NR2,Pacific Tom Cod,,0,145,FL,
8,2106NR2,Pacific Tom Cod,,0,151,FL,
8,2106NR2,Pacific Tom Cod,,12,,FL,
8,2106NR2,Starry Flounder,,0,134,TL,
8,2106NR2,Starry Flounder,,0,145,TL,
8,2106NR2,Starry Flounder,,0,209,TL,
8,2106NR2,Starry Flounder,,0,155,TL,
8,2106NR2,Starry Flounder,,0,175,TL,
8,2106NR2,Starry Flounder,,0,210,TL,
8,2106NR2,Starry Flounder,,0,154,TL,
8,2106NR2,Starry Flounder,,0,212,TL,
8,2106NR2,Starry Flounder,,0,180,TL,
8,2106NR2,Starry Flounder,,0,143,TL,
8,2106NR2,Starry Flounder,,0,145,TL,
8,2106NR2,Starry Flounder,,0,147,TL,
8,2106NR2,Starry Flounder,,0,157,TL,
8,2106NR2,Starry Flounder,,0,207,TL,
8,2106NR2,Starry Flounder,,0,178,TL,
8,2106NR2,Starry Flounder,,0,180,TL,
8,2106NR2,Starry Flounder,,0,157,TL,
8,2106NR2,Starry Flounder,,0,183,TL,
8,2106NR2,Starry Flounder,,0,152,TL,
8,2106NR2,Starry Flounder,,0,214,TL,
8,2106NR2,Starry Flounder,,0,221,TL,
8,2106NR2,Starry Flounder,,0,154,TL,
8,2106NR2,Starry Flounder,,0,241,TL,
8,2106NR2,Starry Flounder,,0,139,TL,
8,2106NR2,Starry Flounder,,0,195,TL,
8,2106NR2,Starry Flounder,,0,140,TL,
8,2106NR2,Starry Flounder,,0,225,TL,
8,2106NR2,Starry Flounder,,0,235,TL,
8,2106NR2,Starry Flounder,,0,125,TL,
8,2106NR2,Sand Sole,,0,100,TL,
8,2106NR2,Sand Sole,,0,70,TL,
8,2106NR2,Sand Sole,,0,112,TL,
8,2106NR2,Sand Sole,,0,63,TL,
8,2106NR2,Sand Sole,,0,50,TL,
8,2106NR2,Sand Sole,,0,65,TL,
8,2106NR2,Sand Sole,,0,75,TL,
8,2106NR2,Sand Sole,,0,70,TL,
8,2106NR2,Sand Sole,,0,58,TL,
8,2106NR2,Sand Sole,,0,95,TL,
8,2106NR2,Sand Sole,,0,117,TL,
8,2106NR2,Sand Sole,,0,67,TL,
8,2106NR2,Sand Sole,,0,72,TL,
8,2106NR2,Sand Sole,,0,68,TL,
8,2106NR2,Sand Sole,,0,330,TL,
8,2106NR2,Sand Sole,,0,110,TL,
8,2106NR2,Sand Sole,,0,116,TL,
8,2106NR2,Sand Sole,,0,174,TL,
8,2106NR2,Sand Sole,,0,100,TL,
8,2106NR2,Sand Sole,,0,55,TL,
8,2106NR2,Sand Sole,,0,47,TL,
8,2106NR2,Sand Sole,,0,70,TL,
8,2106NR2,Sand Sole,,0,60,TL,
8,2106NR2,Sand Sole,,0,66,TL,
8,2106NR2,Sand Sole,,0,76,TL,
8,2106NR2,Sand Sole,,0,128,TL,
8,2106NR2,Sand Sole,,0,120,TL,
8,2106NR2,Sand Sole,,0,145,TL,
8,2106NR2,Sand Sole,,0,70,TL,
8,2106NR2,Sand Sole,,0,57,TL,
8,2106NR2,Sand Sole,,32,,TL,
8,2106NR2,Tubenose Poacher,,0,131,TL,
8,2106NR2,Tubenose Poacher,,0,28,TL,
8,2106NR2,White Spotted Greenling,Juvenile,0,62,FL,
8,2106NR2,White Spotted Greenling,Juvenile,0,54,FL,
8,2106NR2,White Spotted Greenling,Juvenile,0,20,FL,
8,2106NR2,White Spotted Greenling,Juvenile,0,59,FL,
8,2106NR2,White Spotted Greenling,Juvenile,0,48,FL,
8,2106NR2,White Spotted Greenling,Juvenile,0,70,FL,
8,2106NR2,Dolly Varden,Juvenile,0,130,FL,
8,2106NR2,Silver Spotted Sculpin,,0,95,TL,
8,2106NR2,Silver Spotted Sculpin,,0,115,TL,
8,2106NR2,Silver Spotted Sculpin,,0,100,TL,
8,2106NR2,Scalyhead Sculpin,,0,62,TL,
8,2106NR2,Scalyhead Sculpin,,0,72,TL,
8,2106NR2,Crescent Gunnel,,0,145,TL,
8,2106NR2,Crescent Gunnel,,0,170,TL,
9,2106NR3,Sand Shrimp,,13,,Rostrom-Tail,
9,2106NR3,Unidentified Sculpin,Juvenile,0,16,TL,
9,2106NR3,Unidentified Sculpin,,0,,TL,
9,2106NR3,Staghorn Sculpin,,0,290,FL,
9,2106NR3,Staghorn Sculpin,,0,248,FL,
9,2106NR3,Staghorn Sculpin,,0,315,FL,
9,2106NR3,Staghorn Sculpin,,0,308,FL,
9,2106NR3,Staghorn Sculpin,,0,268,FL,
9,2106NR3,Staghorn Sculpin,,0,211,FL,
9,2106NR3,Staghorn Sculpin,,0,331,FL,
9,2106NR3,Staghorn Sculpin,,0,275,FL,
9,2106NR3,Staghorn Sculpin,,0,283,FL,
9,2106NR3,Staghorn Sculpin,,0,220,FL,
9,2106NR3,Staghorn Sculpin,,0,200,FL,
9,2106NR3,Starry Flounder,,0,308,TL,
9,2106NR3,Starry Flounder,,0,156,TL,
9,2106NR3,Starry Flounder,,0,158,TL,
9,2106NR3,Starry Flounder,,0,185,TL,
9,2106NR3,Starry Flounder,,0,155,TL,
9,2106NR3,Starry Flounder,,0,150,TL,
9,2106NR3,Starry Flounder,,0,173,TL,
9,2106NR3,Starry Flounder,,0,244,TL,
9,2106NR3,Starry Flounder,,0,192,TL,
9,2106NR3,Starry Flounder,,0,216,TL,
9,2106NR3,Starry Flounder,,0,133,TL,
9,2106NR3,Starry Flounder,,0,147,TL,
9,2106NR3,Starry Flounder,,0,152,TL,
9,2106NR3,Starry Flounder,,0,132,TL,
9,2106NR3,Starry Flounder,,0,185,TL,
9,2106NR3,Crescent Gunnel,,0,145,TL,
9,2106NR3,Crescent Gunnel,,0,141,TL,
9,2106NR3,Crescent Gunnel,,0,142,TL,
9,2106NR3,Crescent Gunnel,,0,152,TL,
9,2106NR3,Sand Sole,,0,112,TL,
9,2106NR3,Sand Sole,,0,124,TL,
9,2106NR3,Sand Sole,,0,131,TL,
9,2106NR3,Sand Sole,,0,69,TL,
9,2106NR3,Sand Sole,,0,122,TL,
9,2106NR3,Sand Sole,,0,158,TL,
9,2106NR3,Sand Sole,,0,115,TL,
9,2106NR3,Sand Sole,,0,85,TL,
9,2106NR3,Sand Sole,,0,95,TL,
9,2106NR3,Sand Sole,,0,115,TL,
9,2106NR3,Sand Sole,,0,65,TL,
9,2106NR3,Sand Sole,,0,105,TL,
9,2106NR3,Sand Sole,,0,135,TL,
9,2106NR3,Sand Sole,,0,70,TL,
9,2106NR3,Sand Sole,,0,85,TL,
9,2106NR3,Sand Sole,,0,124,TL,
9,2106NR3,Sand Sole,,0,135,TL,
9,2106NR3,Sand Sole,,0,130,TL,
9,2106NR3,Sand Sole,,0,111,TL,
9,2106NR3,Sand Sole,,0,78,TL,
9,2106NR3,White Spotted Greenling,,0,146,FL,
9,2106NR3,White Spotted Greenling,,0,151,FL,
9,2106NR3,White Spotted Greenling,,0,172,FL,
9,2106NR3,Silver Spotted Sculpin,,0,120,TL,
9,2106NR3,Silver Spotted Sculpin,,0,116,TL,
9,2106NR3,Silver Spotted Sculpin,,0,130,TL,
9,2106NR3,Silver Spotted Sculpin,,0,101,TL,
9,2106NR3,Silver Spotted Sculpin,,0,118,TL,
9,2106NR3,Pacific Tom Cod,,0,155,FL,
9,2106NR3,Pacific Tom Cod,,0,160,FL,
9,2106NR3,Pacific Tom Cod,,0,145,FL,
9,2106NR3,Pacific Tom Cod,,0,165,FL,
9,2106NR3,Pacific Tom Cod,,0,155,FL,
9,2106NR3,Pacific Tom Cod,,0,133,FL,
9,2106NR3,Pacific Tom Cod,,0,130,FL,
9,2106NR3,Sturgeon Poacher,,0,165,TL,
9,2106NR3,Snailfish,,0,61,TL,
9,2106NR3,Snake Prickleback,,0,301,TL,
9,2106NR3,Snake Prickleback,,0,266,TL,
9,2106NR3,Snake Prickleback,,0,260,TL,
10,2106AP1,Unidentified Shrimp,,9,,,
10,2106AP1,Unidentified Crab,,0,,,
10,2106AP1,Pacific Tom Cod,,0,255,FL,
10,2106AP1,Pacific Tom Cod,,0,247,FL,
10,2106AP1,Pacific Tom Cod,,0,143,FL,
10,2106AP1,Pacific Tom Cod,,0,153,FL,
10,2106AP1,Pacific Tom Cod,,0,221,FL,
10,2106AP1,Pacific Tom Cod,,0,165,FL,
10,2106AP1,Pacific Tom Cod,,0,149,FL,
10,2106AP1,Pacific Tom Cod,,0,206,FL,
10,2106AP1,Pacific Tom Cod,,0,236,FL,
10,2106AP1,Pacific Tom Cod,,0,220,FL,
10,2106AP1,Pacific Tom Cod,,0,158,FL,
10,2106AP1,Pacific Tom Cod,,0,265,FL,
10,2106AP1,Pacific Tom Cod,,0,164,FL,
10,2106AP1,Pacific Tom Cod,,0,239,FL,
10,2106AP1,Pacific Tom Cod,,0,187,FL,
10,2106AP1,Pacific Tom Cod,,0,230,FL,
10,2106AP1,Pacific Tom Cod,,0,230,FL,
10,2106AP1,Pacific Tom Cod,,0,231,FL,
10,2106AP1,Pacific Tom Cod,,0,239,FL,
10,2106AP1,Pacific Tom Cod,,0,246,FL,
10,2106AP1,Pacific Tom Cod,,0,155,FL,
10,2106AP1,Pacific Tom Cod,,0,169,FL,
10,2106AP1,Pacific Tom Cod,,0,237,FL,
10,2106AP1,Pacific Tom Cod,,0,160,FL,
10,2106AP1,Pacific Tom Cod,,0,256,FL,
10,2106AP1,Pacific Tom Cod,,0,280,FL,
10,2106AP1,Pacific Tom Cod,,0,286,FL,
10,2106AP1,Pacific Tom Cod,,0,150,FL,
10,2106AP1,Pacific Tom Cod,,0,230,FL,
10,2106AP1,Pacific Tom Cod,,0,175,FL,
10,2106AP1,Pacific Tom Cod,,9,,FL,
10,2106AP1,Sand Sole,,0,145,TL,
10,2106AP1,Sand Sole,,0,63,TL,
10,2106AP1,Sand Sole,,0,60,TL,
10,2106AP1,Sand Sole,,0,78,TL,
10,2106AP1,Sand Sole,,0,82,TL,
10,2106AP1,Sand Sole,,0,161,TL,
10,2106AP1,Sand Sole,,0,170,TL,
10,2106AP1,Sand Sole,,0,89,TL,
10,2106AP1,Sand Sole,,0,195,TL,
10,2106AP1,Staghorn Sculpin,,0,210,FL,
10,2106AP1,Staghorn Sculpin,,0,210,FL,
10,2106AP1,Staghorn Sculpin,,0,265,FL,
10,2106AP1,Staghorn Sculpin,,0,247,FL,
10,2106AP1,Staghorn Sculpin,,0,302,FL,
10,2106AP1,Staghorn Sculpin,,0,262,FL,
10,2106AP1,Staghorn Sculpin,,0,238,FL,
10,2106AP1,Pacific Sand Lance,,0,90,TL,
10,2106AP1,Unidentified Sculpin,Juvenile,0,20,TL,
10,2106AP1,Unidentified Sculpin,Juvenile,0,20,TL,
10,2106AP1,Tubenose Poacher,,0,33,TL,
10,2106AP1,Tubenose Poacher,,0,33,TL,
10,2106AP1,Tubenose Poacher,,0,33,TL,
10,2106AP1,Tubenose Poacher,,0,33,TL,
10,2106AP1,Tubenose Poacher,,0,32,TL,
10,2106AP1,Tubenose Poacher,,0,26,TL,
10,2106AP1,Surf Smelt,,0,141,FL,
10,2106AP1,Surf Smelt,,0,139,FL,
10,2106AP1,Starry Flounder,,0,138,TL,
10,2106AP1,Starry Flounder,,0,106,TL,
11,2106AP2,Unidentified Crab,,0,,,
11,2106AP2,Dungeness Crab,,0,115,Carapace,
11,2106AP2,Dungeness Crab,,0,110,Carapace,
11,2106AP2,Sand Shrimp,,31,,Rostrom-Tail,
11,2106AP2,Pacific Tom Cod,,0,218,FL,
11,2106AP2,Pacific Tom Cod,,0,219,FL,
11,2106AP2,Pacific Tom Cod,,0,279,FL,
11,2106AP2,Pacific Tom Cod,,0,273,FL,
11,2106AP2,Pacific Tom Cod,,0,176,FL,
11,2106AP2,Pacific Tom Cod,,0,252,FL,
11,2106AP2,Pacific Tom Cod,,0,225,FL,
11,2106AP2,Pacific Tom Cod,,0,283,FL,
11,2106AP2,Pacific Tom Cod,,0,263,FL,
