EventID,SpeciesName,LifeStage,Unmeasured,Length,LengthType,Comments
4,Dungeness Crab,,0,72,CW,
5,Sand Shrimp,,0,36,RTL,
5,Sand Shrimp,,0,39,RTL,
5,Sand Shrimp,,0,30,RTL,
5,Sand Shrimp,,0,29,RTL,
5,Sand Shrimp,,0,36,RTL,
5,Sand Shrimp,,0,36,RTL,
5,Sand Shrimp,,0,38,RTL,
5,Sand Shrimp,,0,28,RTL,
5,Sand Shrimp,,0,32,RTL,
5,Sand Shrimp,,0,27,RTL,
5,Sand Shrimp,,0,27,RTL,
5,Sand Shrimp,,0,25,RTL,
5,Sand Shrimp,,0,14,RTL,
5,Sand Shrimp,,0,35,RTL,
5,Sand Shrimp,,0,35,RTL,
5,Sand Shrimp,,0,26,RTL,
5,Sand Shrimp,,0,35,RTL,
5,Sand Shrimp,,0,51,RTL,
5,Sand Shrimp,,0,22,RTL,
5,Sand Shrimp,,0,31,RTL,
5,Sand Shrimp,,0,25,RTL,
5,Sand Shrimp,,0,65,RTL,
5,Sand Shrimp,,0,72,RTL,
5,Sand Shrimp,,0,25,RTL,
5,Sand Shrimp,,0,46,RTL,
5,Sand Shrimp,,0,50,RTL,
5,Sand Shrimp,,0,57,RTL,
5,Sand Shrimp,,0,30,RTL,
5,Sand Shrimp,,0,39,RTL,
5,Sand Shrimp,,0,25,RTL,
5,Sand Shrimp,,107,,RTL,
5,Dolly Varden,,0,165,FL,
5,Unidentified Sculpin,YOY,0,12,TL,
5,Unidentified Sculpin,YOY,0,12,TL,
5,Unidentified Sculpin,YOY,0,14,TL,
5,Unidentified Sculpin,YOY,0,15,TL,
5,Unidentified Sculpin,YOY,0,12,TL,
5,Unidentified Sculpin,YOY,0,10,TL,
5,Unidentified Sculpin,YOY,0,13,TL,
5,Unidentified Sculpin,YOY,0,14,TL,
5,Unidentified Sculpin,YOY,0,12,TL,
5,Unidentified Sculpin,YOY,0,14,TL,
5,Unidentified Sculpin,YOY,0,14,TL,
5,Unidentified Sculpin,YOY,0,14,TL,
5,Unidentified Sculpin,YOY,0,13,TL,
5,Unidentified Sculpin,YOY,0,12,TL,
5,Unidentified Sculpin,YOY,0,15,TL,
5,Unidentified Sculpin,YOY,0,14,TL,
5,Unidentified Sculpin,YOY,0,14,TL,
5,Unidentified Sculpin,YOY,0,16,TL,
5,Unidentified Sculpin,YOY,0,15,TL,
5,Unidentified Sculpin,YOY,0,14,TL,
5,Unidentified Sculpin,YOY,0,13,TL,
5,Unidentified Sculpin,YOY,0,14,TL,
5,Unidentified Sculpin,YOY,0,13,TL,
5,Unidentified Sculpin,YOY,0,15,TL,
5,Unidentified Sculpin,YOY,0,12,TL,
5,Unidentified Sculpin,YOY,0,15,TL,
5,Unidentified Sculpin,YOY,0,20,TL,
5,Unidentified Sculpin,YOY,0,11,TL,
5,Unidentified Sculpin,YOY,0,13,TL,
5,Unidentified Sculpin,YOY,0,15,TL,
5,Unidentified Sculpin,YOY,170,,TL,
5,Unidentified Flatfish,YOY,0,25,TL,
5,Unidentified Flatfish,YOY,0,24,TL,
5,Unidentified Flatfish,YOY,0,17,TL,
5,Unidentified Flatfish,YOY,0,13,TL,
5,Unidentified Flatfish,YOY,0,13,TL,
5,Unidentified Flatfish,YOY,0,21,TL,
5,Sand Sole,,0,110,TL,
5,Sand Sole,,0,154,TL,
5,English Sole,,0,51,TL,
5,Unidentified Smelt,YOY,0,46,TL,
5,Starry Flounder,,0,227,TL,
5,Starry Flounder,,0,233,TL,
5,Starry Flounder,,0,242,TL,
5,Rock Sole,,0,135,TL,
5,Rock Sole,,0,62,TL,
6,Rock Sole,,1,,TL,
5,Tubenose Poacher,YOY,0,23,TL,
5,Staghorn Sculpin,,0,232,FL,
5,Pacific Sand Lance,,0,79,TL,
5,Pacific Sand Lance,,0,105,TL,
5,Pacific Sand Lance,,0,96,TL,
5,Spotted Snailfish,,0,66,TL,
6,Sand Shrimp,,0,50,RTL,
6,Sand Shrimp,,0,35,RTL,
6,Sand Shrimp,,0,30,RTL,
6,Sand Shrimp,,0,33,RTL,
6,Sand Shrimp,,0,40,RTL,
6,Sand Shrimp,,0,45,RTL,
6,Sand Shrimp,,0,43,RTL,
6,Sand Shrimp,,0,40,RTL,
6,Sand Shrimp,,0,42,RTL,
6,Sand Shrimp,,0,25,RTL,
6,Sand Shrimp,,0,30,RTL,
6,Sand Shrimp,,0,22,RTL,
6,Sand Shrimp,,0,30,RTL,
6,Sand Shrimp,,0,29,RTL,
6,Sand Shrimp,,0,33,RTL,
6,Sand Shrimp,,0,40,RTL,
6,Sand Shrimp,,0,47,RTL,
6,Sand Shrimp,,0,45,RTL,
6,Sand Shrimp,,0,35,RTL,
6,Unidentified Sculpin,YOY,0,13,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,11,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,15,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,14,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,15,TL,
6,Unidentified Sculpin,YOY,0,13,TL,
6,Unidentified Sculpin,YOY,0,15,TL,
6,Unidentified Sculpin,YOY,0,15,TL,
6,Unidentified Sculpin,YOY,0,13,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,10,TL,
6,Unidentified Sculpin,YOY,0,10,TL,
6,Unidentified Sculpin,YOY,0,14,TL,
6,Unidentified Sculpin,YOY,0,16,TL,
6,Unidentified Sculpin,YOY,0,15,TL,
6,Unidentified Sculpin,YOY,0,14,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,12,TL,
6,Unidentified Sculpin,YOY,0,14,TL,
6,Unidentified Sculpin,YOY,150,,TL,
6,Masked Greenling,,0,224,FL,
6,Masked Greenling,,0,220,FL,
6,Masked Greenling,,0,270,FL,
6,Masked Greenling,,0,142,FL,
6,Masked Greenling,,0,151,FL,
6,Masked Greenling,,0,128,FL,
6,Masked Greenling,,0,144,FL,
6,Masked Greenling,,0,128,FL,
6,Masked Greenling,,0,247,FL,
6,Masked Greenling,,0,235,FL,
6,Masked Greenling,,0,145,FL,
6,Masked Greenling,,0,129,FL,
6,Masked Greenling,,0,148,FL,
6,Masked Greenling,,0,128,FL,
6,Masked Greenling,,0,118,FL,
6,Masked Greenling,,0,148,FL,
6,Surf Smelt,YOY,0,45,FL,
6,Unidentified Flatfish,YOY,0,25,TL,
6,Unidentified Flatfish,YOY,0,30,TL,
6,Unidentified Flatfish,YOY,0,28,TL,
6,Unidentified Flatfish,Juvenile,0,45,TL,
6,Pacific Sand Lance,,0,65,TL,
6,Pink Salmon,Juvenile,0,35,FL,
6,Pink Salmon,Juvenile,0,32,FL,
6,Pink Salmon,Juvenile,0,34,FL,
6,Rock Greenling,,0,57,FL,
6,Rock Greenling,,0,45,FL,
6,Starry Flounder,,0,206,TL,
6,Crescent Gunnel,,0,135,TL,
6,Crescent Gunnel,,0,145,TL,
6,Crescent Gunnel,,0,155,TL,
6,Crescent Gunnel,,0,147,TL,
6,Crescent Gunnel,,0,120,TL,
6,Crescent Gunnel,,0,172,TL,
6,Crescent Gunnel,,0,135,TL,
6,Crescent Gunnel,,0,117,TL,
6,Crescent Gunnel,,0,147,TL,
6,Rock Sole,,0,146,TL,
6,Rock Sole,,0,100,TL,
6,Rock Sole,,0,123,TL,
6,Armorhead Sculpin,,0,55,TL,
6,Armorhead Sculpin,,0,80,TL,
6,Snailfish,,0,23,TL,
6,Snailfish,,0,25,TL,
6,Hermit Crab,,4,,CW,
7,Surf Smelt,YOY,0,42,FL,
7,Graceful Decorator Crab,,0,10,CW,
7,Graceful Decorator Crab,,0,6,CW,
7,Graceful Decorator Crab,,0,7,CW,
7,Graceful Decorator Crab,,0,15,CW,
7,Graceful Decorator Crab,,0,5,CW,
7,Graceful Decorator Crab,,0,6,CW,
7,Spotted Snailfish,,0,69,TL,
7,Spotted Snailfish,,0,62,TL,
7,Spotted Snailfish,,0,57,TL,
7,English Sole,,0,51,TL,
7,Crescent Gunnel,,0,150,TL,
7,Alaska Plaice,Juvenile,0,110,TL,
7,Tubenose Poacher,YOY,0,22,TL,
7,Sand Sole,,0,219,TL,
7,Sand Sole,,0,53,TL,
7,Sand Sole,,0,70,TL,
7,Sand Sole,,0,75,TL,
7,Sand Sole,,0,47,TL,
7,Sand Sole,,0,55,TL,
7,Sand Sole,,0,50,TL,
7,Sand Sole,,0,60,TL,
7,White Spotted Greenling,,0,293,FL,
7,White Spotted Greenling,,0,137,FL,
7,White Spotted Greenling,,0,290,FL,
7,White Spotted Greenling,,0,184,FL,
7,White Spotted Greenling,,0,248,FL,
7,Three Spine Stickleback,,0,72,TL,
7,Rock Sole,,0,86,TL,
7,Rock Sole,,0,97,TL,
7,Rock Sole,,0,90,TL,
7,Rock Sole,,0,59,TL,
7,Rock Sole,,0,51,TL,
7,Rock Sole,,0,95,TL,
7,Rock Sole,,0,108,TL,
7,Rock Sole,,0,82,TL,
7,Rock Sole,,0,85,TL,
7,Rock Sole,,0,110,TL,
7,Unidentified Sculpin,YOY,0,13,TL,
7,Unidentified Sculpin,YOY,0,12,TL,
7,Unidentified Sculpin,YOY,65,,TL,
7,Sand Shrimp,,0,32,RTL,
7,Sand Shrimp,,0,40,RTL,
7,Sand Shrimp,,0,43,RTL,
7,Sand Shrimp,,0,41,RTL,
7,Sand Shrimp,,0,38,RTL,
7,Sand Shrimp,,0,38,RTL,
7,Sand Shrimp,,0,50,RTL,
7,Sand Shrimp,,0,42,RTL,
7,Sand Shrimp,,0,38,RTL,
7,Sand Shrimp,,0,36,RTL,
7,Sand Shrimp,,0,45,RTL,
7,Sand Shrimp,,0,30,RTL,
7,Sand Shrimp,,0,30,RTL,
7,Sand Shrimp,,0,23,RTL,
7,Sand Shrimp,,0,40,RTL,
7,Sand Shrimp,,0,32,RTL,
7,Sand Shrimp,,0,45,RTL,
7,Sand Shrimp,,0,51,RTL,
7,Sand Shrimp,,0,43,RTL,
7,Sand Shrimp,,0,30,RTL,
7,Sand Shrimp,,0,42,RTL,
7,Sand Shrimp,,0,38,RTL,
7,Sand Shrimp,,0,35,RTL,
7,Sand Shrimp,,0,42,RTL,
7,Sand Shrimp,,0,30,RTL,
7,Sand Shrimp,,0,45,RTL,
7,Sand Shrimp,,0,36,RTL,
7,Sand Shrimp,,0,40,RTL,
7,Sand Shrimp,,0,32,RTL,
7,Sand Shrimp,,0,49,RTL,
7,Pacific Sand Lance,,0,85,TL,
7,Pacific Sand Lance,,0,93,TL,
7,Pacific Sand Lance,,0,79,TL,
7,Pacific Sand Lance,,0,45,TL,
7,Pacific Sand Lance,,0,67,TL,
7,Pacific Sand Lance,,0,75,TL,
7,Pacific Sand Lance,,0,77,TL,
7,Pacific Sand Lance,,0,66,TL,
7,Pacific Sand Lance,,0,83,TL,
7,Pacific Sand Lance,,0,65,TL,
7,Pacific Sand Lance,,0,68,TL,
7,Pacific Sand Lance,,0,92,TL,
7,Pacific Sand Lance,,0,74,TL,
7,Pacific Sand Lance,,0,81,TL,
7,Pacific Sand Lance,,0,72,TL,
7,Pacific Sand Lance,,0,57,TL,
7,Unidentified Flatfish,YOY,0,34,TL,
7,Unidentified Flatfish,YOY,0,36,TL,
7,Unidentified Flatfish,YOY,0,48,TL,
7,Unidentified Flatfish,YOY,0,25,TL,
7,Unidentified Flatfish,YOY,0,31,TL,
7,Unidentified Flatfish,YOY,0,21,TL,
7,Unidentified Flatfish,YOY,0,36,TL,
7,Buffalo Sculpin,,0,65,TL,
7,Buffalo Sculpin,,0,43,TL,
7,Armorhead Sculpin,,0,45,TL,
7,Armorhead Sculpin,,0,83,TL,
7,Armorhead Sculpin,,0,57,TL,
7,Masked Greenling,,0,42,FL,
7,Masked Greenling,,0,210,FL,
7,Staghorn Sculpin,,0,237,FL,
7,Staghorn Sculpin,,0,126,FL,
7,Great Sculpin,,0,75,TL,
7,Rock Greenling,,0,57,FL,
8,Sand Shrimp,,0,44,RTL,
8,Sand Shrimp,,0,33,RTL,
8,Sand Shrimp,,0,48,RTL,
8,Sand Shrimp,,0,38,RTL,
8,Sand Shrimp,,0,25,RTL,
8,Sand Shrimp,,0,57,RTL,
8,Sand Shrimp,,0,44,RTL,
8,Sand Shrimp,,0,38,RTL,
8,Spotted Snailfish,,0,77,TL,
8,Sand Sole,,0,67,TL,
8,Pacific Sand Lance,,0,68,TL,
8,Pacific Sand Lance,,0,68,TL,
8,Pacific Sand Lance,,0,85,TL,
8,Pacific Sand Lance,,0,75,TL,
8,Pacific Sand Lance,,0,78,TL,
8,Pacific Sand Lance,,0,75,TL,
8,Pacific Sand Lance,,0,64,TL,
8,Pacific Sand Lance,,0,65,TL,
8,Staghorn Sculpin,,0,126,FL,
9,Pacific Sand Lance,,0,66,TL,
9,Pacific Sand Lance,,0,74,TL,
9,Pacific Sand Lance,,0,61,TL,
9,Pacific Sand Lance,,0,78,TL,
9,Pacific Sand Lance,,0,65,TL,
9,Pacific Sand Lance,,0,72,TL,
9,Pacific Sand Lance,,0,67,TL,
9,Pacific Sand Lance,,0,70,TL,
9,Pacific Sand Lance,,0,74,TL,
9,Pacific Sand Lance,,0,68,TL,
9,Pacific Sand Lance,,0,58,TL,
9,Pacific Sand Lance,,0,69,TL,
9,Pacific Sand Lance,,0,68,TL,
9,Pacific Sand Lance,,0,78,TL,
9,Pacific Sand Lance,,0,61,TL,
9,Pacific Sand Lance,,0,66,TL,
9,Pacific Sand Lance,,0,67,TL,
9,Pacific Sand Lance,,0,65,TL,
9,Pacific Sand Lance,,0,70,TL,
9,Pacific Sand Lance,,0,69,TL,
9,Pacific Sand Lance,,0,74,TL,
9,Pacific Sand Lance,,0,64,TL,
9,Sand Shrimp,,0,55,RTL,
9,Sand Shrimp,,0,53,RTL,
9,Sand Shrimp,,0,37,RTL,
9,Sand Shrimp,,0,48,RTL,
9,Sand Shrimp,,0,35,RTL,
9,Sand Shrimp,,0,44,RTL,
9,Sand Shrimp,,0,36,RTL,
9,Sand Shrimp,,0,35,RTL,
9,Sand Shrimp,,0,39,RTL,
9,Sand Shrimp,,0,34,RTL,
9,Sand Shrimp,,0,36,RTL,
9,Sand Shrimp,,0,40,RTL,
9,Sand Shrimp,,0,55,RTL,
9,Sand Shrimp,,0,37,RTL,
9,Pink Salmon,Juvenile,0,38,FL,
9,Pink Salmon,Juvenile,0,31,FL,
9,Pink Salmon,Juvenile,0,36,FL,
9,Pink Salmon,Juvenile,0,30,FL,
9,Pink Salmon,Juvenile,0,30,FL,
9,Sandfish,YOY,0,25,FL,
10,Surf Smelt,YOY,0,45,FL,
10,Surf Smelt,YOY,0,54,FL,
10,Surf Smelt,YOY,0,52,FL,
10,Surf Smelt,YOY,0,53,FL,
10,Surf Smelt,YOY,0,57,FL,
10,Surf Smelt,YOY,0,53,FL,
10,Surf Smelt,YOY,0,56,FL,
10,Starry Flounder,,0,63,TL,
10,Pink Salmon,Juvenile,0,37,FL,
10,Pink Salmon,Juvenile,0,34,FL,
10,Pink Salmon,Juvenile,0,41,FL,
10,Pink Salmon,Juvenile,0,39,FL,
10,Pink Salmon,Juvenile,0,40,FL,
10,Pink Salmon,Juvenile,0,34,FL,
10,Pink Salmon,Juvenile,0,32,FL,
10,Pink Salmon,Juvenile,0,36,FL,
10,Pink Salmon,Juvenile,0,42,FL,
10,Pink Salmon,Juvenile,0,42,FL,
10,Pink Salmon,Juvenile,0,35,FL,
10,Pink Salmon,Juvenile,0,34,FL,
10,Pink Salmon,Juvenile,0,28,FL,
10,Pink Salmon,Juvenile,0,37,FL,
10,Pink Salmon,Juvenile,0,32,FL,
10,Pink Salmon,Juvenile,0,34,FL,
10,Pink Salmon,Juvenile,0,38,FL,
10,Rock Sole,,0,52,TL,
10,Rock Sole,,0,150,TL,
10,Rock Sole,,0,125,TL,
10,Rock Sole,,0,174,TL,
10,Rock Sole,,0,48,TL,
10,Rock Sole,,0,269,TL,
10,Rock Sole,,0,137,TL,
10,Sand Shrimp,,0,35,RTL,
10,Sand Shrimp,,0,28,RTL,
10,Sand Shrimp,,0,38,RTL,
10,Sand Shrimp,,0,49,RTL,
10,Sand Shrimp,,0,48,RTL,
10,Sand Shrimp,,0,35,RTL,
10,Sand Shrimp,,0,49,RTL,
10,Sand Shrimp,,0,34,RTL,
10,Sand Shrimp,,0,24,RTL,
10,Sand Shrimp,,0,38,RTL,
10,Sand Shrimp,,0,37,RTL,
10,Sand Shrimp,,0,38,RTL,
10,Sand Shrimp,,0,35,RTL,
10,Sand Shrimp,,0,40,RTL,
10,Sand Shrimp,,0,10,RTL,
10,Sand Shrimp,,0,30,RTL,
10,Sand Shrimp,,0,42,RTL,
10,Sand Shrimp,,0,35,RTL,
10,Sand Sole,,0,66,TL,
10,Chum Salmon,Juvenile,0,42,FL,
10,Pacific Sand Lance,,0,79,TL,
10,Pacific Sand Lance,,0,68,TL,
10,Staghorn Sculpin,,0,225,FL,
10,English Sole,,0,97,TL,
11,Pink Salmon,Juvenile,0,40,FL,
11,Pink Salmon,Juvenile,0,34,FL,
11,Pink Salmon,Juvenile,0,37,FL,
11,Pink Salmon,Juvenile,0,34,FL,
11,Pink Salmon,Juvenile,0,38,FL,
11,Pink Salmon,Juvenile,0,36,FL,
11,Pink Salmon,Juvenile,0,37,FL,
11,Pacific Sand Lance,,0,89,TL,
11,Surf Smelt,YOY,0,42,FL,
11,Sand Shrimp,,0,38,RTL,
11,Sand Shrimp,,0,37,RTL,
11,Sand Shrimp,,0,33,RTL,
11,Sand Shrimp,,0,41,RTL,
11,Unidentified Flatfish,YOY,0,14,TL,
11,Unidentified Flatfish,YOY,1,,TL,
11,Alaska Plaice,juvenile,0,100,TL,
12,Dolly Varden,Adult,0,500,FL,
12,Dolly Varden,Adult,0,375,FL,
12,Lingcod,Juvenile,0,60,FL,
12,Three Spine Stickleback,,0,53,TL,
12,Three Spine Stickleback,,0,54,TL,
12,Kelp Greenling,Juvenile,0,60,FL,
12,Pink Salmon,Juvenile,0,40,FL,
12,Pink Salmon,Juvenile,0,45,FL,
12,Pink Salmon,Juvenile,0,40,FL,
12,Pink Salmon,Juvenile,0,42,FL,
12,Pink Salmon,Juvenile,0,40,FL,
12,Pink Salmon,Juvenile,0,51,FL,
12,Pink Salmon,Juvenile,0,45,FL,
12,Pink Salmon,Juvenile,0,50,FL,
12,Pink Salmon,Juvenile,0,42,FL,
12,Pink Salmon,Juvenile,0,35,FL,
12,Pink Salmon,Juvenile,0,48,FL,
12,Pink Salmon,Juvenile,0,44,FL,
12,Pink Salmon,Juvenile,0,43,FL,
12,Pink Salmon,Juvenile,0,36,FL,
12,Pink Salmon,Juvenile,0,39,FL,
12,Pink Salmon,Juvenile,0,37,FL,
12,Pink Salmon,Juvenile,0,42,FL,
12,Pink Salmon,Juvenile,0,42,FL,
12,Pink Salmon,Juvenile,0,43,FL,
12,Pink Salmon,Juvenile,0,36,FL,
12,Pink Salmon,Juvenile,0,41,FL,
12,Pink Salmon,Juvenile,0,36,FL,
12,Pink Salmon,Juvenile,0,44,FL,
12,Pink Salmon,Juvenile,0,47,FL,
12,Pink Salmon,Juvenile,0,37,FL,
12,Pink Salmon,Juvenile,0,42,FL,
12,Pink Salmon,Juvenile,0,39,FL,
12,Pink Salmon,Juvenile,0,48,FL,
12,Pink Salmon,Juvenile,0,49,FL,
12,Pink Salmon,Juvenile,0,41,FL,
12,Pink Salmon,Juvenile,153,,FL,
13,Coho Salmon,Juvenile,0,88,FL,
13,Sandfish,YOY,0,23,FL,
13,Unidentified Smelt,YOY,1,,TL,
13,Saffron Cod,YOY,0,28,FL,
13,Saffron Cod,YOY,0,27,FL,
13,Unidentified Sculpin,YOY,0,15,TL,
13,Unidentified Sculpin,YOY,0,24,TL,
13,Unidentified Sculpin,YOY,0,11,TL,
13,Unidentified Sculpin,YOY,0,16,TL,
13,Unidentified Sculpin,YOY,0,22,TL,
13,Unidentified Sculpin,YOY,0,20,TL,
13,Unidentified Sculpin,YOY,0,18,TL,
13,Unidentified Sculpin,YOY,0,14,TL,
13,Unidentified Sculpin,YOY,0,21,TL,
13,Unidentified Sculpin,YOY,0,19,TL,
13,Sand Shrimp,,0,43,RTL,
13,Crescent Gunnel,YOY,0,34,TL,
13,Walleye Pollock,YOY,0,35,FL,
14,Dolly Varden,,0,150,FL,
14,Dolly Varden,,0,165,FL,
14,Dolly Varden,,0,160,FL,
14,Dolly Varden,,0,116,FL,
14,Dolly Varden,,0,127,FL,
14,Dolly Varden,,0,172,FL,
14,Dolly Varden,,0,115,FL,
14,Dolly Varden,,0,128,FL,
14,Dolly Varden,,0,110,FL,
14,Dolly Varden,,0,128,FL,
14,Dolly Varden,,0,130,FL,
14,Dolly Varden,,0,125,FL,
14,Dolly Varden,,0,132,FL,
14,Dolly Varden,,0,125,FL,
14,Dolly Varden,,0,137,FL,
14,Dolly Varden,,0,150,FL,
14,Dolly Varden,,0,139,FL,
14,Coho Salmon,Juvenile,0,133,FL,
14,Surf Smelt,,0,143,FL,
14,Unidentified Sculpin,YOY,0,19,TL,
14,Unidentified Sculpin,YOY,0,25,TL,
14,Sand Shrimp,,0,20,RTL,
14,Sand Shrimp,,0,20,RTL,
14,Sand Shrimp,,0,20,RTL,
14,Sand Shrimp,,0,20,RTL,
14,Unidentified Flatfish,YOY,1,,TL,
15,Crescent Gunnel,,0,165,TL,
15,Crescent Gunnel,,0,145,TL,
15,Crescent Gunnel,,0,178,TL,
15,Crescent Gunnel,,0,160,TL,
15,Crescent Gunnel,,0,175,TL,
15,Crescent Gunnel,,0,118,TL,
15,Snailfish,,0,12,TL,
15,Snailfish,,0,32,TL,
15,Padded Sculpin,,0,80,TL,
15,Padded Sculpin,,0,66,TL,
15,Padded Sculpin,,0,91,TL,
15,Padded Sculpin,,0,74,TL,
15,Padded Sculpin,,0,75,TL,
15,Armorhead Sculpin,,0,55,TL,
15,Rock Greenling,,0,59,FL,
15,Rock Greenling,,0,60,FL,
15,Great Sculpin,,0,134,TL,
15,Butter Sole,,0,42,TL,
15,Butter Sole,,0,40,TL,
15,Butter Sole,,0,32,TL,
15,Butter Sole,,0,42,TL,
15,Butter Sole,,0,44,TL,
15,Butter Sole,,0,40,TL,
15,Butter Sole,,0,40,TL,
15,Butter Sole,,0,43,TL,
15,Butter Sole,,0,35,TL,
